frame,flex,add,introt,ant,prox,lat
503,31.577,-3.386,-5.112,-2.007,-1.078,-3.695
504,31.556,-3.472,-5.154,-1.994,-1.092,-3.705
505,31.535,-3.558,-5.196,-1.981,-1.106,-3.715
506,31.512,-3.643,-5.238,-1.969,-1.120,-3.725
507,31.490,-3.728,-5.279,-1.956,-1.134,-3.735
508,31.467,-3.814,-5.319,-1.944,-1.149,-3.744
509,31.444,-3.898,-5.359,-1.931,-1.163,-3.753
510,31.420,-3.983,-5.399,-1.919,-1.178,-3.762
511,31.396,-4.067,-5.438,-1.907,-1.193,-3.771
512,31.371,-4.151,-5.476,-1.895,-1.208,-3.779
513,31.346,-4.235,-5.514,-1.883,-1.223,-3.787
514,31.321,-4.318,-5.551,-1.871,-1.238,-3.794
515,31.295,-4.401,-5.588,-1.860,-1.253,-3.801
516,31.268,-4.483,-5.625,-1.849,-1.268,-3.808
517,31.241,-4.565,-5.661,-1.838,-1.284,-3.815
518,31.213,-4.647,-5.696,-1.827,-1.299,-3.821
519,31.185,-4.728,-5.731,-1.817,-1.315,-3.827
520,31.156,-4.809,-5.765,-1.807,-1.330,-3.832
521,31.127,-4.889,-5.799,-1.797,-1.346,-3.838
522,31.097,-4.969,-5.833,-1.788,-1.362,-3.842
523,31.067,-5.049,-5.866,-1.779,-1.378,-3.847
524,31.036,-5.127,-5.898,-1.771,-1.394,-3.851
525,31.004,-5.205,-5.930,-1.763,-1.410,-3.854
526,30.972,-5.283,-5.962,-1.755,-1.427,-3.857
527,30.940,-5.360,-5.992,-1.748,-1.443,-3.860
528,30.906,-5.437,-6.023,-1.741,-1.460,-3.863
529,30.872,-5.513,-6.053,-1.735,-1.476,-3.865
530,30.838,-5.588,-6.083,-1.729,-1.493,-3.866
531,30.803,-5.663,-6.112,-1.724,-1.509,-3.867
532,30.767,-5.737,-6.140,-1.720,-1.526,-3.868
533,30.730,-5.810,-6.168,-1.716,-1.543,-3.868
534,30.693,-5.882,-6.196,-1.712,-1.560,-3.868
535,30.655,-5.954,-6.223,-1.709,-1.577,-3.867
536,30.617,-6.026,-6.250,-1.707,-1.594,-3.866
537,30.578,-6.096,-6.276,-1.706,-1.612,-3.865
538,30.538,-6.166,-6.302,-1.705,-1.629,-3.863
539,30.497,-6.235,-6.327,-1.704,-1.646,-3.860
540,30.456,-6.303,-6.352,-1.705,-1.664,-3.858
541,30.414,-6.370,-6.376,-1.706,-1.681,-3.854
542,30.372,-6.437,-6.400,-1.708,-1.699,-3.850
543,30.328,-6.503,-6.424,-1.710,-1.717,-3.846
544,30.284,-6.568,-6.447,-1.713,-1.734,-3.841
545,30.240,-6.632,-6.469,-1.717,-1.752,-3.836
546,30.194,-6.695,-6.492,-1.722,-1.770,-3.830
547,30.148,-6.758,-6.513,-1.727,-1.788,-3.824
548,30.101,-6.819,-6.535,-1.733,-1.806,-3.817
549,30.053,-6.880,-6.555,-1.740,-1.824,-3.810
550,30.005,-6.940,-6.576,-1.748,-1.843,-3.802
551,29.956,-6.998,-6.596,-1.756,-1.861,-3.794
552,29.906,-7.056,-6.616,-1.765,-1.879,-3.785
553,29.855,-7.113,-6.635,-1.775,-1.897,-3.776
554,29.804,-7.169,-6.654,-1.786,-1.916,-3.766
555,29.751,-7.224,-6.672,-1.798,-1.934,-3.756
556,29.698,-7.279,-6.690,-1.810,-1.953,-3.745
557,29.645,-7.332,-6.707,-1.823,-1.972,-3.734
558,29.590,-7.384,-6.725,-1.837,-1.990,-3.722
559,29.535,-7.435,-6.741,-1.852,-2.009,-3.710
560,29.479,-7.485,-6.758,-1.868,-2.028,-3.697
561,29.422,-7.535,-6.774,-1.884,-2.046,-3.684
562,29.364,-7.583,-6.789,-1.901,-2.065,-3.670
563,29.306,-7.630,-6.804,-1.919,-2.084,-3.656
564,29.246,-7.676,-6.819,-1.938,-2.103,-3.641
565,29.186,-7.721,-6.834,-1.958,-2.122,-3.625
566,29.125,-7.765,-6.848,-1.978,-2.141,-3.609
567,29.064,-7.808,-6.861,-2.000,-2.160,-3.593
568,29.001,-7.850,-6.875,-2.022,-2.179,-3.576
569,28.938,-7.891,-6.888,-2.045,-2.198,-3.559
570,28.874,-7.930,-6.900,-2.068,-2.218,-3.541
571,28.809,-7.969,-6.913,-2.093,-2.237,-3.522
572,28.744,-8.007,-6.925,-2.118,-2.256,-3.503
573,28.677,-8.043,-6.936,-2.144,-2.275,-3.483
574,28.610,-8.079,-6.947,-2.171,-2.295,-3.463
575,28.542,-8.113,-6.958,-2.199,-2.314,-3.443
576,28.473,-8.146,-6.969,-2.227,-2.333,-3.422
577,28.404,-8.178,-6.979,-2.256,-2.353,-3.400
578,28.333,-8.209,-6.989,-2.286,-2.372,-3.378
579,28.262,-8.239,-6.998,-2.317,-2.391,-3.355
580,28.190,-8.268,-7.008,-2.348,-2.411,-3.332
581,28.117,-8.296,-7.017,-2.380,-2.430,-3.308
582,28.044,-8.322,-7.025,-2.413,-2.450,-3.284
583,27.969,-8.348,-7.034,-2.446,-2.469,-3.259
584,27.894,-8.372,-7.042,-2.481,-2.489,-3.234
585,27.818,-8.395,-7.049,-2.515,-2.508,-3.209
586,27.741,-8.417,-7.057,-2.551,-2.528,-3.182
587,27.664,-8.438,-7.064,-2.587,-2.547,-3.156
588,27.585,-8.458,-7.071,-2.624,-2.567,-3.129
589,27.506,-8.477,-7.078,-2.661,-2.586,-3.101
590,27.427,-8.494,-7.084,-2.699,-2.606,-3.073
591,27.346,-8.511,-7.090,-2.738,-2.625,-3.044
592,27.265,-8.526,-7.096,-2.777,-2.645,-3.015
593,27.182,-8.540,-7.101,-2.816,-2.664,-2.986
594,27.100,-8.553,-7.107,-2.857,-2.684,-2.956
595,27.016,-8.565,-7.112,-2.897,-2.703,-2.925
596,26.931,-8.576,-7.116,-2.938,-2.722,-2.894
597,26.846,-8.586,-7.121,-2.980,-2.742,-2.863
598,26.760,-8.594,-7.125,-3.022,-2.761,-2.831
599,26.674,-8.602,-7.129,-3.065,-2.781,-2.799
600,26.587,-8.608,-7.133,-3.108,-2.800,-2.766
601,26.498,-8.614,-7.137,-3.151,-2.819,-2.733
602,26.410,-8.618,-7.140,-3.195,-2.839,-2.699
603,26.320,-8.621,-7.143,-3.239,-2.858,-2.665
604,26.230,-8.623,-7.146,-3.284,-2.877,-2.631
605,26.139,-8.624,-7.149,-3.329,-2.897,-2.596
606,26.048,-8.624,-7.151,-3.374,-2.916,-2.561
607,25.955,-8.623,-7.153,-3.420,-2.935,-2.525
608,25.862,-8.621,-7.155,-3.465,-2.954,-2.489
609,25.769,-8.618,-7.157,-3.511,-2.973,-2.453
610,25.674,-8.614,-7.159,-3.557,-2.992,-2.416
611,25.579,-8.608,-7.161,-3.604,-3.011,-2.379
612,25.484,-8.602,-7.162,-3.650,-3.030,-2.341
613,25.388,-8.595,-7.163,-3.697,-3.049,-2.303
614,25.291,-8.586,-7.164,-3.744,-3.068,-2.265
615,25.193,-8.577,-7.165,-3.791,-3.087,-2.226
616,25.095,-8.566,-7.166,-3.838,-3.106,-2.187
617,24.996,-8.555,-7.166,-3.885,-3.125,-2.148
618,24.897,-8.543,-7.166,-3.932,-3.143,-2.108
619,24.797,-8.529,-7.167,-3.979,-3.162,-2.068
620,24.697,-8.515,-7.167,-4.026,-3.181,-2.028
621,24.595,-8.500,-7.167,-4.073,-3.199,-1.988
622,24.494,-8.484,-7.166,-4.120,-3.217,-1.947
623,24.392,-8.467,-7.166,-4.167,-3.236,-1.905
624,24.289,-8.449,-7.165,-4.214,-3.254,-1.864
625,24.185,-8.430,-7.165,-4.261,-3.272,-1.822
626,24.082,-8.410,-7.164,-4.307,-3.291,-1.780
627,23.977,-8.389,-7.163,-4.353,-3.309,-1.738
628,23.872,-8.368,-7.162,-4.399,-3.327,-1.695
629,23.767,-8.345,-7.161,-4.445,-3.345,-1.652
630,23.661,-8.322,-7.160,-4.491,-3.363,-1.609
631,23.555,-8.298,-7.158,-4.536,-3.381,-1.566
632,23.448,-8.273,-7.157,-4.581,-3.398,-1.522
633,23.341,-8.247,-7.156,-4.626,-3.416,-1.479
634,23.233,-8.221,-7.154,-4.670,-3.433,-1.435
635,23.125,-8.193,-7.152,-4.714,-3.451,-1.391
636,23.017,-8.165,-7.150,-4.758,-3.468,-1.346
637,22.908,-8.136,-7.149,-4.801,-3.486,-1.302
638,22.799,-8.107,-7.147,-4.844,-3.503,-1.257
639,22.689,-8.076,-7.145,-4.886,-3.520,-1.212
640,22.579,-8.045,-7.143,-4.928,-3.537,-1.167
641,22.468,-8.013,-7.140,-4.969,-3.554,-1.122
642,22.358,-7.981,-7.138,-5.010,-3.571,-1.077
643,22.247,-7.948,-7.136,-5.050,-3.587,-1.031
644,22.135,-7.914,-7.134,-5.089,-3.604,-0.986
645,22.023,-7.880,-7.131,-5.128,-3.621,-0.940
646,21.911,-7.845,-7.129,-5.167,-3.637,-0.894
647,21.799,-7.809,-7.126,-5.204,-3.653,-0.848
648,21.687,-7.773,-7.124,-5.241,-3.669,-0.802
649,21.574,-7.736,-7.121,-5.278,-3.686,-0.756
650,21.461,-7.698,-7.119,-5.313,-3.701,-0.710
651,21.348,-7.660,-7.116,-5.348,-3.717,-0.664
652,21.234,-7.622,-7.113,-5.382,-3.733,-0.618
653,21.120,-7.583,-7.111,-5.415,-3.749,-0.571
654,21.007,-7.543,-7.108,-5.448,-3.764,-0.525
655,20.893,-7.503,-7.105,-5.480,-3.779,-0.479
656,20.778,-7.462,-7.103,-5.511,-3.795,-0.432
657,20.664,-7.421,-7.100,-5.541,-3.810,-0.386
658,20.550,-7.380,-7.097,-5.570,-3.825,-0.340
659,20.435,-7.338,-7.094,-5.599,-3.840,-0.293
660,20.321,-7.296,-7.092,-5.626,-3.854,-0.247
661,20.206,-7.253,-7.089,-5.653,-3.869,-0.201
662,20.091,-7.210,-7.086,-5.678,-3.883,-0.155
663,19.976,-7.167,-7.083,-5.703,-3.898,-0.108
664,19.861,-7.123,-7.081,-5.727,-3.912,-0.062
665,19.747,-7.079,-7.078,-5.750,-3.926,-0.016
666,19.632,-7.035,-7.075,-5.772,-3.940,0.030
667,19.517,-6.990,-7.072,-5.793,-3.954,0.076
668,19.402,-6.945,-7.070,-5.812,-3.967,0.122
669,19.287,-6.900,-7.067,-5.831,-3.981,0.167
670,19.173,-6.854,-7.064,-5.849,-3.994,0.213
671,19.058,-6.809,-7.062,-5.866,-4.007,0.259
672,18.943,-6.763,-7.059,-5.882,-4.020,0.304
673,18.829,-6.717,-7.057,-5.896,-4.033,0.349
674,18.715,-6.670,-7.054,-5.910,-4.046,0.394
675,18.600,-6.624,-7.052,-5.923,-4.058,0.439
676,18.486,-6.577,-7.049,-5.934,-4.071,0.484
677,18.373,-6.531,-7.047,-5.945,-4.083,0.529
678,18.259,-6.484,-7.045,-5.954,-4.095,0.573
679,18.145,-6.437,-7.042,-5.962,-4.107,0.617
680,18.032,-6.390,-7.040,-5.969,-4.119,0.661
681,17.919,-6.343,-7.038,-5.975,-4.130,0.705
682,17.807,-6.296,-7.035,-5.980,-4.142,0.749
683,17.694,-6.249,-7.033,-5.984,-4.153,0.792
684,17.582,-6.202,-7.031,-5.987,-4.164,0.836
685,17.470,-6.155,-7.029,-5.988,-4.175,0.879
686,17.359,-6.108,-7.027,-5.989,-4.186,0.921
687,17.248,-6.061,-7.025,-5.988,-4.196,0.964
688,17.137,-6.014,-7.024,-5.986,-4.207,1.006
689,17.026,-5.967,-7.022,-5.983,-4.217,1.048
690,16.916,-5.920,-7.020,-5.979,-4.227,1.090
691,16.807,-5.873,-7.018,-5.974,-4.237,1.131
692,16.697,-5.826,-7.017,-5.968,-4.246,1.172
693,16.589,-5.780,-7.015,-5.960,-4.256,1.213
694,16.480,-5.734,-7.014,-5.952,-4.265,1.254
695,16.373,-5.687,-7.012,-5.942,-4.275,1.294
696,16.265,-5.641,-7.011,-5.931,-4.283,1.334
697,16.159,-5.595,-7.010,-5.919,-4.292,1.373
698,16.052,-5.550,-7.009,-5.906,-4.301,1.413
699,15.947,-5.504,-7.008,-5.892,-4.309,1.452
700,15.842,-5.459,-7.007,-5.877,-4.318,1.490
701,15.737,-5.414,-7.006,-5.861,-4.326,1.529
702,15.633,-5.370,-7.005,-5.843,-4.333,1.566
703,15.530,-5.325,-7.004,-5.825,-4.341,1.604
704,15.427,-5.281,-7.003,-5.805,-4.349,1.641
705,15.325,-5.237,-7.002,-5.785,-4.356,1.678
706,15.224,-5.194,-7.002,-5.763,-4.363,1.714
707,15.123,-5.151,-7.001,-5.741,-4.370,1.750
708,15.023,-5.108,-7.001,-5.717,-4.377,1.786
709,14.924,-5.065,-7.001,-5.693,-4.383,1.821
710,14.825,-5.023,-7.000,-5.667,-4.389,1.856
711,14.728,-4.981,-7.000,-5.640,-4.396,1.891
712,14.631,-4.940,-7.000,-5.613,-4.401,1.925
713,14.534,-4.899,-7.000,-5.584,-4.407,1.959
714,14.439,-4.858,-7.000,-5.555,-4.413,1.992
715,14.345,-4.818,-7.000,-5.525,-4.418,2.025
716,14.251,-4.778,-7.000,-5.493,-4.423,2.057
717,14.158,-4.739,-7.001,-5.461,-4.428,2.089
718,14.066,-4.700,-7.001,-5.428,-4.433,2.120
719,13.975,-4.662,-7.001,-5.394,-4.437,2.152
720,13.885,-4.624,-7.002,-5.360,-4.442,2.182
721,13.796,-4.587,-7.003,-5.324,-4.446,2.212
722,13.708,-4.550,-7.003,-5.288,-4.450,2.242
723,13.620,-4.513,-7.004,-5.251,-4.453,2.271
724,13.534,-4.478,-7.005,-5.213,-4.457,2.300
725,13.449,-4.442,-7.006,-5.174,-4.460,2.329
726,13.364,-4.407,-7.007,-5.135,-4.463,2.357
727,13.281,-4.373,-7.008,-5.094,-4.466,2.384
728,13.199,-4.339,-7.009,-5.054,-4.469,2.411
729,13.118,-4.306,-7.010,-5.012,-4.471,2.438
730,13.038,-4.273,-7.011,-4.970,-4.473,2.464
731,12.959,-4.241,-7.013,-4.927,-4.475,2.489
732,12.881,-4.210,-7.014,-4.884,-4.477,2.514
733,12.804,-4.179,-7.016,-4.840,-4.479,2.539
734,12.729,-4.148,-7.017,-4.795,-4.480,2.563
735,12.654,-4.119,-7.019,-4.750,-4.481,2.587
736,12.581,-4.090,-7.020,-4.705,-4.482,2.610
737,12.509,-4.061,-7.022,-4.659,-4.483,2.633
738,12.438,-4.033,-7.024,-4.612,-4.484,2.655
739,12.369,-4.006,-7.026,-4.565,-4.484,2.677
740,12.300,-3.979,-7.028,-4.518,-4.484,2.698
741,12.233,-3.953,-7.030,-4.470,-4.484,2.719
742,12.167,-3.927,-7.032,-4.421,-4.484,2.739
743,12.103,-3.902,-7.034,-4.373,-4.483,2.759
744,12.039,-3.878,-7.036,-4.324,-4.482,2.778
745,11.977,-3.854,-7.038,-4.275,-4.481,2.797
746,11.917,-3.832,-7.040,-4.225,-4.480,2.815
747,11.858,-3.809,-7.043,-4.175,-4.479,2.833
748,11.800,-3.787,-7.045,-4.125,-4.477,2.851
749,11.743,-3.766,-7.047,-4.075,-4.476,2.868
750,11.688,-3.746,-7.050,-4.025,-4.474,2.884
751,11.634,-3.726,-7.052,-3.974,-4.471,2.900
752,11.582,-3.707,-7.055,-3.923,-4.469,2.915
753,11.531,-3.689,-7.057,-3.873,-4.466,2.930
754,11.482,-3.671,-7.060,-3.822,-4.463,2.945
755,11.434,-3.654,-7.062,-3.771,-4.460,2.959
756,11.387,-3.637,-7.065,-3.720,-4.457,2.972
757,11.342,-3.621,-7.068,-3.668,-4.454,2.985
758,11.298,-3.606,-7.070,-3.617,-4.450,2.998
759,11.256,-3.591,-7.073,-3.566,-4.446,3.010
760,11.216,-3.577,-7.076,-3.515,-4.442,3.022
761,11.177,-3.564,-7.078,-3.464,-4.438,3.033
762,11.140,-3.551,-7.081,-3.414,-4.433,3.043
763,11.104,-3.539,-7.084,-3.363,-4.428,3.054
764,11.069,-3.528,-7.087,-3.312,-4.423,3.063
765,11.037,-3.517,-7.089,-3.262,-4.418,3.073
766,11.006,-3.506,-7.092,-3.212,-4.413,3.082
767,10.976,-3.497,-7.095,-3.162,-4.407,3.090
768,10.948,-3.488,-7.098,-3.112,-4.401,3.098
769,10.922,-3.479,-7.100,-3.063,-4.395,3.106
770,10.897,-3.472,-7.103,-3.014,-4.389,3.113
771,10.875,-3.465,-7.106,-2.965,-4.383,3.119
772,10.853,-3.458,-7.109,-2.916,-4.376,3.126
773,10.834,-3.452,-7.111,-2.868,-4.369,3.131
774,10.816,-3.447,-7.114,-2.820,-4.362,3.137
775,10.800,-3.442,-7.117,-2.773,-4.355,3.142
776,10.785,-3.437,-7.119,-2.726,-4.348,3.146
777,10.772,-3.434,-7.122,-2.679,-4.340,3.150
778,10.761,-3.431,-7.124,-2.633,-4.332,3.154
779,10.752,-3.428,-7.127,-2.587,-4.324,3.157
780,10.745,-3.426,-7.129,-2.542,-4.316,3.160
781,10.739,-3.424,-7.132,-2.497,-4.307,3.163
782,10.735,-3.423,-7.134,-2.453,-4.299,3.165
783,10.733,-3.423,-7.136,-2.410,-4.290,3.167
784,10.732,-3.423,-7.139,-2.367,-4.281,3.168
785,10.733,-3.424,-7.141,-2.324,-4.272,3.169
786,10.737,-3.425,-7.143,-2.282,-4.262,3.170
787,10.741,-3.426,-7.145,-2.241,-4.253,3.170
788,10.748,-3.428,-7.147,-2.200,-4.243,3.170
789,10.757,-3.431,-7.149,-2.160,-4.233,3.170
790,10.767,-3.433,-7.151,-2.121,-4.223,3.169
791,10.780,-3.437,-7.153,-2.082,-4.212,3.168
792,10.794,-3.441,-7.154,-2.044,-4.202,3.167
793,10.810,-3.445,-7.156,-2.007,-4.191,3.165
794,10.827,-3.449,-7.157,-1.970,-4.180,3.163
795,10.847,-3.454,-7.159,-1.934,-4.169,3.161
796,10.869,-3.460,-7.160,-1.899,-4.157,3.158
797,10.892,-3.466,-7.161,-1.865,-4.146,3.155
798,10.917,-3.472,-7.162,-1.831,-4.134,3.152
799,10.945,-3.478,-7.163,-1.798,-4.122,3.148
800,10.974,-3.485,-7.164,-1.766,-4.110,3.144
801,11.005,-3.492,-7.165,-1.734,-4.098,3.140
802,11.038,-3.500,-7.166,-1.704,-4.086,3.136
803,11.072,-3.507,-7.166,-1.674,-4.073,3.131
804,11.109,-3.516,-7.166,-1.645,-4.060,3.127
805,11.148,-3.524,-7.167,-1.617,-4.047,3.121
806,11.188,-3.533,-7.167,-1.589,-4.034,3.116
807,11.231,-3.541,-7.167,-1.562,-4.021,3.111
808,11.275,-3.551,-7.166,-1.537,-4.007,3.105
809,11.322,-3.560,-7.166,-1.512,-3.994,3.099
810,11.370,-3.569,-7.165,-1.488,-3.980,3.093
811,11.420,-3.579,-7.165,-1.464,-3.966,3.086
812,11.472,-3.589,-7.164,-1.442,-3.952,3.080
813,11.527,-3.599,-7.163,-1.420,-3.937,3.073
814,11.583,-3.609,-7.162,-1.399,-3.923,3.066
815,11.641,-3.620,-7.160,-1.379,-3.908,3.059
816,11.701,-3.630,-7.159,-1.360,-3.894,3.051
817,11.763,-3.641,-7.157,-1.342,-3.879,3.044
818,11.826,-3.652,-7.155,-1.324,-3.864,3.036
819,11.892,-3.663,-7.153,-1.308,-3.848,3.029
820,11.960,-3.674,-7.151,-1.292,-3.833,3.021
821,12.030,-3.684,-7.148,-1.277,-3.817,3.013
822,12.101,-3.695,-7.145,-1.263,-3.802,3.005
823,12.175,-3.706,-7.142,-1.249,-3.786,2.996
824,12.251,-3.717,-7.139,-1.237,-3.770,2.988
825,12.328,-3.728,-7.136,-1.225,-3.753,2.980
826,12.408,-3.739,-7.132,-1.214,-3.737,2.971
827,12.489,-3.750,-7.128,-1.204,-3.721,2.962
828,12.572,-3.761,-7.124,-1.194,-3.704,2.954
829,12.658,-3.772,-7.120,-1.186,-3.687,2.945
830,12.745,-3.783,-7.115,-1.178,-3.670,2.936
831,12.834,-3.794,-7.110,-1.171,-3.653,2.927
832,12.925,-3.804,-7.105,-1.165,-3.636,2.918
833,13.019,-3.815,-7.100,-1.159,-3.619,2.909
834,13.114,-3.825,-7.094,-1.154,-3.602,2.900
835,13.211,-3.835,-7.089,-1.150,-3.584,2.891
836,13.309,-3.845,-7.083,-1.147,-3.566,2.882
837,13.410,-3.855,-7.076,-1.144,-3.549,2.873
838,13.513,-3.864,-7.069,-1.142,-3.531,2.864
839,13.618,-3.874,-7.063,-1.140,-3.513,2.855
840,13.724,-3.883,-7.055,-1.140,-3.494,2.846
841,13.833,-3.891,-7.048,-1.140,-3.476,2.837
842,13.943,-3.900,-7.040,-1.140,-3.458,2.828
843,14.055,-3.908,-7.032,-1.141,-3.439,2.820
844,14.170,-3.916,-7.023,-1.143,-3.421,2.811
845,14.286,-3.924,-7.015,-1.146,-3.402,2.802
846,14.404,-3.931,-7.006,-1.148,-3.383,2.793
847,14.523,-3.938,-6.996,-1.152,-3.364,2.784
848,14.645,-3.945,-6.987,-1.156,-3.345,2.776
849,14.769,-3.951,-6.977,-1.160,-3.326,2.767
850,14.894,-3.957,-6.966,-1.165,-3.306,2.759
851,15.021,-3.963,-6.956,-1.171,-3.287,2.750
852,15.150,-3.968,-6.945,-1.177,-3.268,2.742
853,15.281,-3.973,-6.933,-1.183,-3.248,2.734
854,15.414,-3.977,-6.922,-1.190,-3.228,2.726
855,15.549,-3.981,-6.910,-1.197,-3.208,2.718
856,15.685,-3.984,-6.897,-1.205,-3.189,2.710
857,15.823,-3.987,-6.885,-1.213,-3.169,2.702
858,15.963,-3.989,-6.872,-1.221,-3.149,2.694
859,16.105,-3.991,-6.858,-1.230,-3.129,2.687
860,16.249,-3.992,-6.845,-1.239,-3.108,2.680
861,16.394,-3.993,-6.830,-1.248,-3.088,2.672
862,16.541,-3.993,-6.816,-1.258,-3.068,2.665
863,16.690,-3.993,-6.801,-1.267,-3.047,2.658
864,16.841,-3.992,-6.786,-1.277,-3.027,2.652
865,16.993,-3.990,-6.770,-1.287,-3.006,2.645
866,17.147,-3.988,-6.754,-1.298,-2.985,2.639
867,17.303,-3.986,-6.737,-1.308,-2.965,2.633
868,17.460,-3.982,-6.721,-1.319,-2.944,2.627
869,17.619,-3.978,-6.703,-1.329,-2.923,2.621
870,17.780,-3.974,-6.686,-1.340,-2.902,2.615
871,17.943,-3.968,-6.668,-1.351,-2.881,2.610
872,18.107,-3.962,-6.649,-1.362,-2.860,2.605
873,18.273,-3.956,-6.630,-1.373,-2.839,2.600
874,18.440,-3.948,-6.611,-1.384,-2.818,2.595
875,18.609,-3.940,-6.591,-1.395,-2.797,2.590
876,18.780,-3.931,-6.571,-1.405,-2.775,2.586
877,18.952,-3.922,-6.551,-1.416,-2.754,2.582
878,19.126,-3.912,-6.530,-1.427,-2.733,2.578
879,19.301,-3.901,-6.508,-1.437,-2.711,2.574
880,19.478,-3.889,-6.487,-1.448,-2.690,2.571
881,19.656,-3.877,-6.464,-1.458,-2.668,2.568
882,19.836,-3.863,-6.442,-1.468,-2.647,2.565
883,20.018,-3.849,-6.418,-1.478,-2.625,2.562
884,20.200,-3.834,-6.395,-1.487,-2.603,2.560
885,20.385,-3.819,-6.371,-1.496,-2.582,2.557
886,20.571,-3.802,-6.346,-1.506,-2.560,2.555
887,20.758,-3.785,-6.321,-1.514,-2.538,2.554
888,20.947,-3.767,-6.296,-1.523,-2.517,2.552
889,21.137,-3.748,-6.270,-1.531,-2.495,2.551
890,21.329,-3.728,-6.244,-1.538,-2.473,2.550
891,21.521,-3.708,-6.217,-1.546,-2.451,2.550
892,21.716,-3.686,-6.190,-1.553,-2.430,2.549
893,21.912,-3.664,-6.162,-1.559,-2.408,2.549
894,22.109,-3.641,-6.134,-1.565,-2.386,2.549
895,22.307,-3.617,-6.105,-1.571,-2.364,2.550
896,22.507,-3.592,-6.076,-1.576,-2.342,2.550
897,22.707,-3.567,-6.046,-1.580,-2.320,2.551
898,22.910,-3.540,-6.016,-1.584,-2.298,2.553
899,23.113,-3.512,-5.985,-1.588,-2.276,2.554
900,23.318,-3.484,-5.954,-1.591,-2.255,2.556
901,23.524,-3.455,-5.923,-1.593,-2.233,2.558
902,23.731,-3.425,-5.891,-1.595,-2.211,2.560
903,23.939,-3.394,-5.858,-1.596,-2.189,2.563
904,24.149,-3.362,-5.825,-1.597,-2.167,2.566
905,24.359,-3.329,-5.792,-1.596,-2.145,2.569
906,24.571,-3.295,-5.758,-1.596,-2.123,2.573
907,24.784,-3.260,-5.723,-1.594,-2.101,2.576
908,24.998,-3.225,-5.688,-1.592,-2.080,2.581
909,25.213,-3.188,-5.653,-1.589,-2.058,2.585
910,25.429,-3.151,-5.616,-1.585,-2.036,2.589
911,25.646,-3.113,-5.580,-1.581,-2.014,2.594
912,25.864,-3.074,-5.543,-1.576,-1.992,2.599
913,26.083,-3.033,-5.505,-1.570,-1.971,2.605
914,26.303,-2.992,-5.467,-1.563,-1.949,2.611
915,26.524,-2.951,-5.429,-1.555,-1.927,2.616
916,26.746,-2.908,-5.390,-1.547,-1.905,2.623
917,26.969,-2.864,-5.350,-1.538,-1.884,2.629
918,27.193,-2.819,-5.310,-1.528,-1.862,2.636
919,27.418,-2.774,-5.269,-1.517,-1.841,2.643
920,27.643,-2.727,-5.228,-1.505,-1.819,2.650
921,27.870,-2.680,-5.187,-1.493,-1.798,2.658
922,28.097,-2.632,-5.145,-1.479,-1.776,2.666
923,28.325,-2.583,-5.102,-1.465,-1.755,2.674
924,28.554,-2.533,-5.059,-1.450,-1.733,2.682
925,28.783,-2.482,-5.015,-1.433,-1.712,2.690
926,29.013,-2.430,-4.971,-1.416,-1.691,2.699
927,29.244,-2.377,-4.926,-1.398,-1.670,2.708
928,29.476,-2.324,-4.881,-1.380,-1.648,2.717
929,29.708,-2.269,-4.835,-1.360,-1.627,2.727
930,29.941,-2.214,-4.789,-1.339,-1.606,2.737
931,30.175,-2.158,-4.742,-1.318,-1.585,2.747
932,30.409,-2.101,-4.695,-1.295,-1.564,2.757
933,30.644,-2.043,-4.647,-1.271,-1.543,2.767
934,30.879,-1.985,-4.599,-1.247,-1.522,2.778
935,31.115,-1.925,-4.550,-1.222,-1.502,2.789
936,31.352,-1.865,-4.501,-1.195,-1.481,2.800
937,31.589,-1.804,-4.451,-1.168,-1.460,2.811
938,31.826,-1.742,-4.400,-1.140,-1.440,2.822
939,32.064,-1.679,-4.349,-1.111,-1.419,2.834
940,32.302,-1.616,-4.298,-1.081,-1.399,2.846
941,32.541,-1.552,-4.246,-1.050,-1.378,2.858
942,32.780,-1.486,-4.194,-1.018,-1.358,2.870
943,33.019,-1.421,-4.141,-0.985,-1.338,2.882
944,33.259,-1.354,-4.087,-0.952,-1.318,2.895
945,33.499,-1.287,-4.033,-0.917,-1.298,2.908
946,33.739,-1.219,-3.979,-0.881,-1.278,2.921
947,33.980,-1.150,-3.924,-0.845,-1.258,2.934
948,34.221,-1.081,-3.869,-0.808,-1.238,2.947
949,34.462,-1.010,-3.813,-0.769,-1.218,2.960
950,34.703,-0.940,-3.756,-0.730,-1.199,2.973
951,34.945,-0.868,-3.699,-0.690,-1.179,2.987
952,35.186,-0.796,-3.642,-0.649,-1.160,3.001
953,35.428,-0.723,-3.584,-0.607,-1.140,3.014
954,35.670,-0.650,-3.525,-0.565,-1.121,3.028
955,35.912,-0.575,-3.466,-0.521,-1.102,3.042
956,36.154,-0.501,-3.407,-0.477,-1.083,3.056
957,36.396,-0.425,-3.347,-0.432,-1.064,3.071
958,36.638,-0.349,-3.286,-0.386,-1.045,3.085
959,36.880,-0.273,-3.226,-0.340,-1.026,3.099
960,37.122,-0.196,-3.164,-0.292,-1.008,3.114
961,37.364,-0.118,-3.102,-0.244,-0.989,3.128
962,37.606,-0.040,-3.040,-0.195,-0.971,3.143
