time,flex,add,introt,ant,prox,lat
4.585,25.087,-4.623,-6.188,-5.402,-1.263,-1.462
4.595,25.064,-4.674,-6.216,-5.394,-1.272,-1.463
4.605,25.041,-4.727,-6.242,-5.386,-1.280,-1.464
4.615,25.017,-4.779,-6.269,-5.376,-1.289,-1.464
4.625,24.993,-4.832,-6.295,-5.365,-1.298,-1.465
4.635,24.968,-4.885,-6.320,-5.353,-1.307,-1.466
4.645,24.943,-4.938,-6.345,-5.341,-1.316,-1.466
4.655,24.918,-4.992,-6.370,-5.327,-1.325,-1.466
4.665,24.892,-5.045,-6.394,-5.313,-1.334,-1.467
4.675,24.865,-5.100,-6.417,-5.298,-1.343,-1.467
4.685,24.838,-5.154,-6.441,-5.281,-1.353,-1.467
4.695,24.810,-5.209,-6.463,-5.264,-1.362,-1.467
4.705,24.782,-5.264,-6.486,-5.247,-1.372,-1.467
4.715,24.754,-5.319,-6.507,-5.228,-1.382,-1.467
4.725,24.725,-5.374,-6.529,-5.209,-1.391,-1.467
4.735,24.695,-5.429,-6.550,-5.188,-1.401,-1.467
4.745,24.665,-5.485,-6.570,-5.168,-1.411,-1.466
4.755,24.634,-5.541,-6.591,-5.146,-1.421,-1.465
4.765,24.603,-5.597,-6.610,-5.123,-1.431,-1.464
4.775,24.571,-5.653,-6.630,-5.100,-1.442,-1.464
4.785,24.539,-5.709,-6.648,-5.077,-1.452,-1.462
4.795,24.506,-5.765,-6.667,-5.052,-1.462,-1.461
4.805,24.472,-5.821,-6.685,-5.027,-1.473,-1.460
4.815,24.438,-5.878,-6.703,-5.001,-1.483,-1.458
4.825,24.404,-5.934,-6.720,-4.975,-1.494,-1.456
4.835,24.369,-5.991,-6.737,-4.948,-1.505,-1.454
4.845,24.333,-6.047,-6.753,-4.921,-1.516,-1.452
4.855,24.296,-6.103,-6.769,-4.893,-1.527,-1.449
4.865,24.260,-6.160,-6.785,-4.865,-1.538,-1.447
4.875,24.222,-6.216,-6.800,-4.836,-1.549,-1.444
4.885,24.184,-6.272,-6.815,-4.806,-1.560,-1.441
4.895,24.145,-6.329,-6.830,-4.776,-1.572,-1.437
4.905,24.106,-6.385,-6.844,-4.746,-1.583,-1.434
4.915,24.066,-6.441,-6.858,-4.715,-1.595,-1.430
4.925,24.026,-6.497,-6.871,-4.684,-1.606,-1.426
4.935,23.985,-6.552,-6.884,-4.653,-1.618,-1.421
4.945,23.943,-6.608,-6.897,-4.621,-1.630,-1.417
4.955,23.901,-6.663,-6.909,-4.589,-1.642,-1.412
4.965,23.858,-6.718,-6.921,-4.557,-1.654,-1.406
4.975,23.814,-6.773,-6.933,-4.524,-1.666,-1.401
4.985,23.770,-6.828,-6.944,-4.492,-1.678,-1.395
4.995,23.726,-6.883,-6.955,-4.459,-1.690,-1.389
5.005,23.680,-6.937,-6.966,-4.425,-1.703,-1.383
5.015,23.634,-6.991,-6.976,-4.392,-1.715,-1.376
5.025,23.588,-7.044,-6.986,-4.358,-1.727,-1.369
5.035,23.541,-7.098,-6.996,-4.325,-1.740,-1.362
5.045,23.493,-7.151,-7.005,-4.291,-1.753,-1.354
5.055,23.445,-7.203,-7.014,-4.257,-1.766,-1.346
5.065,23.396,-7.256,-7.023,-4.223,-1.778,-1.338
5.075,23.346,-7.307,-7.031,-4.190,-1.791,-1.330
5.085,23.296,-7.359,-7.040,-4.156,-1.804,-1.321
5.095,23.245,-7.410,-7.047,-4.122,-1.817,-1.311
5.105,23.194,-7.461,-7.055,-4.088,-1.831,-1.302
5.115,23.142,-7.511,-7.062,-4.054,-1.844,-1.292
5.125,23.089,-7.561,-7.069,-4.021,-1.857,-1.282
5.135,23.036,-7.610,-7.076,-3.987,-1.871,-1.271
5.145,22.982,-7.659,-7.082,-3.954,-1.884,-1.260
5.155,22.928,-7.707,-7.088,-3.921,-1.898,-1.249
5.165,22.873,-7.754,-7.094,-3.888,-1.911,-1.237
5.175,22.818,-7.802,-7.100,-3.855,-1.925,-1.225
5.185,22.762,-7.848,-7.105,-3.822,-1.939,-1.212
5.195,22.705,-7.894,-7.110,-3.790,-1.953,-1.199
5.205,22.648,-7.940,-7.115,-3.758,-1.967,-1.186
5.215,22.590,-7.984,-7.120,-3.726,-1.981,-1.172
5.225,22.531,-8.028,-7.124,-3.695,-1.995,-1.158
5.235,22.472,-8.072,-7.128,-3.664,-2.009,-1.144
5.245,22.413,-8.115,-7.132,-3.633,-2.023,-1.129
5.255,22.353,-8.157,-7.136,-3.602,-2.038,-1.114
5.265,22.292,-8.198,-7.139,-3.572,-2.052,-1.098
5.275,22.231,-8.239,-7.142,-3.543,-2.066,-1.082
5.285,22.169,-8.279,-7.145,-3.514,-2.081,-1.066
5.295,22.107,-8.319,-7.148,-3.485,-2.096,-1.049
5.305,22.044,-8.357,-7.150,-3.457,-2.110,-1.032
5.315,21.981,-8.395,-7.153,-3.429,-2.125,-1.014
5.325,21.917,-8.432,-7.155,-3.401,-2.140,-0.996
5.335,21.853,-8.468,-7.157,-3.375,-2.155,-0.978
5.345,21.788,-8.504,-7.159,-3.348,-2.169,-0.959
5.355,21.722,-8.538,-7.160,-3.323,-2.184,-0.940
5.365,21.656,-8.572,-7.162,-3.298,-2.199,-0.920
5.375,21.590,-8.605,-7.163,-3.273,-2.214,-0.900
5.385,21.523,-8.637,-7.164,-3.249,-2.230,-0.880
5.395,21.456,-8.669,-7.165,-3.226,-2.245,-0.859
5.405,21.388,-8.699,-7.165,-3.203,-2.260,-0.837
5.415,21.320,-8.728,-7.166,-3.181,-2.275,-0.816
5.425,21.251,-8.757,-7.166,-3.159,-2.291,-0.794
5.435,21.182,-8.785,-7.167,-3.138,-2.306,-0.771
5.445,21.112,-8.811,-7.167,-3.118,-2.322,-0.748
5.455,21.042,-8.837,-7.167,-3.099,-2.337,-0.725
5.465,20.971,-8.862,-7.166,-3.080,-2.353,-0.701
5.475,20.900,-8.886,-7.166,-3.062,-2.368,-0.677
5.485,20.829,-8.909,-7.166,-3.045,-2.384,-0.652
5.495,20.757,-8.931,-7.165,-3.028,-2.399,-0.627
5.506,20.685,-8.952,-7.164,-3.012,-2.415,-0.602
5.516,20.613,-8.972,-7.163,-2.997,-2.431,-0.576
5.526,20.540,-8.991,-7.162,-2.982,-2.447,-0.550
5.536,20.467,-9.009,-7.161,-2.968,-2.463,-0.523
5.546,20.393,-9.026,-7.160,-2.956,-2.478,-0.496
5.556,20.319,-9.041,-7.159,-2.943,-2.494,-0.469
5.566,20.245,-9.056,-7.157,-2.932,-2.510,-0.441
5.576,20.170,-9.070,-7.156,-2.921,-2.526,-0.413
5.586,20.095,-9.083,-7.154,-2.911,-2.542,-0.385
5.596,20.020,-9.094,-7.153,-2.902,-2.558,-0.356
5.606,19.944,-9.105,-7.151,-2.894,-2.574,-0.326
5.616,19.868,-9.114,-7.149,-2.886,-2.590,-0.297
5.626,19.792,-9.123,-7.147,-2.879,-2.606,-0.267
5.636,19.716,-9.130,-7.145,-2.873,-2.623,-0.236
5.646,19.639,-9.136,-7.143,-2.868,-2.639,-0.205
5.656,19.562,-9.141,-7.141,-2.863,-2.655,-0.174
5.666,19.485,-9.145,-7.139,-2.860,-2.671,-0.143
5.676,19.408,-9.148,-7.137,-2.857,-2.687,-0.111
5.686,19.331,-9.150,-7.134,-2.854,-2.704,-0.079
5.696,19.253,-9.151,-7.132,-2.853,-2.720,-0.046
5.706,19.175,-9.150,-7.129,-2.852,-2.736,-0.013
5.716,19.097,-9.149,-7.127,-2.852,-2.752,0.020
5.726,19.019,-9.146,-7.124,-2.853,-2.769,0.054
5.736,18.940,-9.142,-7.122,-2.855,-2.785,0.088
5.746,18.862,-9.137,-7.119,-2.857,-2.801,0.122
5.756,18.783,-9.131,-7.117,-2.860,-2.817,0.156
5.766,18.704,-9.124,-7.114,-2.864,-2.834,0.191
5.776,18.625,-9.115,-7.111,-2.868,-2.850,0.227
5.786,18.546,-9.106,-7.109,-2.874,-2.866,0.262
5.796,18.467,-9.095,-7.106,-2.880,-2.883,0.298
5.806,18.388,-9.083,-7.103,-2.886,-2.899,0.334
5.816,18.309,-9.070,-7.101,-2.894,-2.915,0.370
5.826,18.230,-9.056,-7.098,-2.902,-2.931,0.407
5.836,18.151,-9.040,-7.095,-2.910,-2.948,0.444
5.846,18.072,-9.024,-7.092,-2.920,-2.964,0.481
5.856,17.993,-9.006,-7.090,-2.930,-2.980,0.519
5.866,17.913,-8.987,-7.087,-2.940,-2.996,0.556
5.876,17.834,-8.968,-7.084,-2.951,-3.013,0.594
5.886,17.755,-8.947,-7.081,-2.963,-3.029,0.633
5.896,17.676,-8.924,-7.079,-2.975,-3.045,0.671
5.906,17.597,-8.901,-7.076,-2.988,-3.061,0.710
5.916,17.518,-8.876,-7.073,-3.002,-3.077,0.749
5.926,17.440,-8.851,-7.070,-3.016,-3.093,0.788
5.936,17.361,-8.824,-7.068,-3.031,-3.109,0.827
5.946,17.283,-8.796,-7.065,-3.046,-3.126,0.867
5.956,17.204,-8.767,-7.063,-3.061,-3.142,0.907
5.966,17.126,-8.737,-7.060,-3.077,-3.158,0.947
5.976,17.048,-8.706,-7.057,-3.094,-3.174,0.987
5.986,16.970,-8.674,-7.055,-3.111,-3.190,1.027
5.996,16.893,-8.640,-7.052,-3.128,-3.205,1.067
6.006,16.815,-8.606,-7.050,-3.146,-3.221,1.108
6.016,16.738,-8.570,-7.048,-3.164,-3.237,1.149
6.026,16.661,-8.533,-7.045,-3.183,-3.253,1.190
6.036,16.585,-8.496,-7.043,-3.202,-3.269,1.231
6.046,16.509,-8.457,-7.041,-3.221,-3.284,1.272
6.056,16.433,-8.417,-7.038,-3.241,-3.300,1.313
6.066,16.357,-8.376,-7.036,-3.260,-3.316,1.355
6.076,16.281,-8.334,-7.034,-3.281,-3.331,1.396
6.086,16.206,-8.291,-7.032,-3.301,-3.347,1.438
6.096,16.132,-8.247,-7.030,-3.322,-3.362,1.480
6.106,16.057,-8.202,-7.028,-3.342,-3.377,1.521
6.116,15.984,-8.155,-7.026,-3.363,-3.393,1.563
6.126,15.910,-8.108,-7.024,-3.384,-3.408,1.605
6.136,15.837,-8.060,-7.022,-3.406,-3.423,1.647
6.146,15.764,-8.011,-7.021,-3.427,-3.438,1.689
6.156,15.692,-7.961,-7.019,-3.449,-3.454,1.731
6.166,15.620,-7.910,-7.017,-3.470,-3.469,1.773
6.176,15.549,-7.858,-7.016,-3.492,-3.483,1.815
6.186,15.479,-7.805,-7.014,-3.513,-3.498,1.858
6.196,15.408,-7.751,-7.013,-3.535,-3.513,1.900
6.206,15.339,-7.696,-7.011,-3.557,-3.528,1.942
6.216,15.270,-7.641,-7.010,-3.578,-3.543,1.984
6.226,15.201,-7.584,-7.009,-3.600,-3.557,2.026
6.236,15.133,-7.527,-7.008,-3.621,-3.572,2.068
6.246,15.066,-7.468,-7.007,-3.642,-3.586,2.110
6.256,14.999,-7.409,-7.006,-3.664,-3.600,2.152
6.266,14.933,-7.349,-7.005,-3.685,-3.615,2.194
6.276,14.867,-7.288,-7.004,-3.705,-3.629,2.236
6.286,14.802,-7.226,-7.003,-3.726,-3.643,2.277
6.296,14.738,-7.164,-7.003,-3.746,-3.657,2.319
6.306,14.675,-7.101,-7.002,-3.767,-3.671,2.361
6.316,14.612,-7.037,-7.001,-3.786,-3.685,2.402
6.326,14.550,-6.972,-7.001,-3.806,-3.698,2.443
6.336,14.489,-6.906,-7.001,-3.825,-3.712,2.485
6.346,14.428,-6.840,-7.000,-3.844,-3.726,2.526
6.356,14.368,-6.773,-7.000,-3.863,-3.739,2.567
6.366,14.309,-6.705,-7.000,-3.881,-3.752,2.608
6.376,14.251,-6.636,-7.000,-3.899,-3.766,2.648
6.386,14.194,-6.567,-7.000,-3.916,-3.779,2.689
6.396,14.137,-6.498,-7.000,-3.933,-3.792,2.729
6.406,14.082,-6.427,-7.000,-3.949,-3.805,2.769
6.416,14.027,-6.356,-7.001,-3.965,-3.817,2.809
6.426,13.973,-6.284,-7.001,-3.980,-3.830,2.849
6.436,13.920,-6.212,-7.001,-3.995,-3.843,2.888
6.446,13.868,-6.139,-7.002,-4.009,-3.855,2.928
6.456,13.817,-6.066,-7.002,-4.023,-3.867,2.967
6.466,13.766,-5.992,-7.003,-4.036,-3.880,3.006
6.476,13.717,-5.918,-7.004,-4.049,-3.892,3.044
6.486,13.669,-5.843,-7.005,-4.061,-3.904,3.083
6.496,13.621,-5.767,-7.005,-4.072,-3.916,3.121
6.507,13.575,-5.691,-7.006,-4.082,-3.927,3.159
6.517,13.530,-5.615,-7.007,-4.092,-3.939,3.196
6.527,13.486,-5.538,-7.009,-4.101,-3.950,3.234
6.537,13.442,-5.461,-7.010,-4.109,-3.962,3.271
6.547,13.400,-5.383,-7.011,-4.117,-3.973,3.307
6.557,13.359,-5.305,-7.012,-4.124,-3.984,3.344
6.567,13.319,-5.226,-7.014,-4.130,-3.995,3.380
6.577,13.280,-5.148,-7.015,-4.135,-4.006,3.416
6.587,13.242,-5.069,-7.017,-4.140,-4.017,3.451
6.597,13.206,-4.989,-7.018,-4.143,-4.027,3.486
6.607,13.170,-4.909,-7.020,-4.146,-4.037,3.521
6.617,13.136,-4.829,-7.022,-4.148,-4.048,3.555
6.627,13.103,-4.749,-7.023,-4.149,-4.058,3.589
6.637,13.071,-4.668,-7.025,-4.149,-4.068,3.623
6.647,13.040,-4.588,-7.027,-4.148,-4.078,3.656
6.657,13.011,-4.507,-7.029,-4.147,-4.087,3.689
6.667,12.983,-4.425,-7.031,-4.144,-4.097,3.722
6.677,12.956,-4.344,-7.033,-4.140,-4.106,3.754
6.687,12.930,-4.263,-7.035,-4.136,-4.115,3.786
6.697,12.905,-4.181,-7.038,-4.131,-4.125,3.817
6.707,12.882,-4.099,-7.040,-4.124,-4.133,3.848
6.717,12.860,-4.017,-7.042,-4.117,-4.142,3.879
6.727,12.840,-3.935,-7.044,-4.108,-4.151,3.909
6.737,12.821,-3.853,-7.047,-4.099,-4.159,3.938
6.747,12.803,-3.771,-7.049,-4.089,-4.168,3.968
6.757,12.786,-3.689,-7.052,-4.077,-4.176,3.996
6.767,12.771,-3.607,-7.054,-4.065,-4.184,4.025
6.777,12.757,-3.525,-7.057,-4.052,-4.191,4.053
6.787,12.745,-3.443,-7.059,-4.037,-4.199,4.080
6.797,12.734,-3.361,-7.062,-4.022,-4.207,4.107
6.807,12.724,-3.279,-7.064,-4.005,-4.214,4.133
6.817,12.716,-3.197,-7.067,-3.988,-4.221,4.159
6.827,12.710,-3.115,-7.070,-3.969,-4.228,4.185
6.837,12.704,-3.033,-7.072,-3.950,-4.235,4.210
6.847,12.701,-2.952,-7.075,-3.929,-4.241,4.234
6.857,12.698,-2.870,-7.078,-3.907,-4.248,4.259
6.867,12.697,-2.789,-7.080,-3.885,-4.254,4.282
6.877,12.698,-2.708,-7.083,-3.861,-4.260,4.305
6.887,12.700,-2.627,-7.086,-3.836,-4.266,4.328
6.897,12.704,-2.546,-7.089,-3.810,-4.272,4.350
6.907,12.709,-2.466,-7.091,-3.783,-4.277,4.371
6.917,12.716,-2.386,-7.094,-3.756,-4.283,4.392
6.927,12.724,-2.306,-7.097,-3.727,-4.288,4.413
6.937,12.734,-2.226,-7.100,-3.697,-4.293,4.433
6.947,12.746,-2.147,-7.102,-3.666,-4.298,4.452
6.957,12.759,-2.068,-7.105,-3.634,-4.303,4.471
6.967,12.773,-1.989,-7.108,-3.601,-4.307,4.489
6.977,12.790,-1.910,-7.111,-3.567,-4.311,4.507
6.987,12.808,-1.832,-7.113,-3.531,-4.315,4.524
6.997,12.827,-1.755,-7.116,-3.495,-4.319,4.541
7.007,12.848,-1.678,-7.119,-3.458,-4.323,4.557
7.017,12.871,-1.601,-7.121,-3.420,-4.327,4.573
7.027,12.895,-1.524,-7.124,-3.381,-4.330,4.588
7.037,12.921,-1.448,-7.126,-3.341,-4.333,4.602
7.047,12.949,-1.373,-7.129,-3.301,-4.336,4.616
7.057,12.978,-1.298,-7.131,-3.259,-4.339,4.629
7.067,13.009,-1.223,-7.133,-3.216,-4.342,4.642
7.077,13.042,-1.149,-7.136,-3.172,-4.344,4.654
7.087,13.076,-1.076,-7.138,-3.128,-4.346,4.666
7.097,13.113,-1.003,-7.140,-3.082,-4.348,4.677
7.107,13.150,-0.930,-7.142,-3.036,-4.350,4.688
7.117,13.190,-0.858,-7.145,-2.989,-4.352,4.698
7.127,13.231,-0.787,-7.147,-2.941,-4.353,4.707
7.137,13.274,-0.716,-7.148,-2.892,-4.354,4.716
7.147,13.319,-0.646,-7.150,-2.842,-4.355,4.724
7.157,13.365,-0.576,-7.152,-2.792,-4.356,4.732
7.167,13.413,-0.507,-7.154,-2.740,-4.357,4.739
7.177,13.463,-0.438,-7.155,-2.688,-4.357,4.746
7.187,13.515,-0.371,-7.157,-2.636,-4.357,4.752
7.197,13.568,-0.303,-7.158,-2.582,-4.357,4.757
7.207,13.624,-0.237,-7.160,-2.528,-4.357,4.762
7.217,13.681,-0.171,-7.161,-2.473,-4.357,4.767
7.227,13.739,-0.106,-7.162,-2.417,-4.356,4.770
7.237,13.800,-0.042,-7.163,-2.361,-4.355,4.774
7.247,13.862,0.022,-7.164,-2.304,-4.354,4.776
7.257,13.926,0.085,-7.165,-2.246,-4.353,4.778
7.267,13.992,0.148,-7.165,-2.188,-4.352,4.780
7.277,14.060,0.209,-7.166,-2.129,-4.350,4.781
7.287,14.129,0.270,-7.166,-2.070,-4.348,4.781
7.297,14.200,0.330,-7.167,-2.010,-4.346,4.781
7.307,14.273,0.390,-7.167,-1.950,-4.344,4.781
7.317,14.348,0.449,-7.167,-1.889,-4.342,4.779
7.327,14.425,0.506,-7.166,-1.828,-4.339,4.778
7.337,14.503,0.564,-7.166,-1.766,-4.336,4.775
7.347,14.584,0.620,-7.166,-1.704,-4.333,4.773
7.357,14.666,0.675,-7.165,-1.641,-4.330,4.769
7.367,14.750,0.730,-7.164,-1.579,-4.326,4.765
7.377,14.835,0.784,-7.163,-1.515,-4.323,4.761
7.387,14.923,0.837,-7.162,-1.452,-4.319,4.756
7.397,15.012,0.890,-7.161,-1.388,-4.315,4.750
7.407,15.103,0.941,-7.159,-1.323,-4.311,4.744
7.417,15.196,0.992,-7.157,-1.259,-4.306,4.738
7.427,15.291,1.042,-7.156,-1.194,-4.302,4.731
7.437,15.388,1.091,-7.154,-1.129,-4.297,4.723
7.447,15.486,1.140,-7.151,-1.064,-4.292,4.715
7.457,15.586,1.187,-7.149,-0.999,-4.286,4.707
7.467,15.688,1.234,-7.146,-0.934,-4.281,4.698
7.477,15.792,1.279,-7.143,-0.868,-4.275,4.688
7.487,15.898,1.324,-7.140,-0.803,-4.269,4.678
7.497,16.005,1.368,-7.137,-0.737,-4.263,4.668
7.508,16.114,1.412,-7.133,-0.671,-4.257,4.657
7.518,16.225,1.454,-7.129,-0.606,-4.250,4.645
7.528,16.338,1.496,-7.125,-0.540,-4.243,4.633
7.538,16.453,1.536,-7.121,-0.474,-4.237,4.621
7.548,16.569,1.576,-7.117,-0.409,-4.229,4.608
7.558,16.688,1.615,-7.112,-0.343,-4.222,4.595
7.568,16.808,1.653,-7.107,-0.278,-4.215,4.581
7.578,16.929,1.691,-7.102,-0.213,-4.207,4.567
7.588,17.053,1.727,-7.096,-0.148,-4.199,4.552
7.598,17.178,1.763,-7.090,-0.083,-4.191,4.537
7.608,17.306,1.797,-7.084,-0.018,-4.182,4.522
7.618,17.434,1.831,-7.078,0.046,-4.174,4.506
7.628,17.565,1.864,-7.071,0.111,-4.165,4.490
7.638,17.698,1.897,-7.064,0.174,-4.156,4.473
7.648,17.832,1.928,-7.057,0.238,-4.147,4.456
7.658,17.968,1.959,-7.050,0.301,-4.138,4.439
7.668,18.105,1.988,-7.042,0.364,-4.128,4.421
7.678,18.245,2.017,-7.034,0.427,-4.118,4.403
7.688,18.386,2.045,-7.026,0.489,-4.108,4.384
7.698,18.529,2.072,-7.017,0.550,-4.098,4.366
7.708,18.673,2.099,-7.008,0.612,-4.088,4.346
7.718,18.820,2.124,-6.999,0.672,-4.077,4.327
7.728,18.968,2.149,-6.989,0.733,-4.067,4.307
7.738,19.117,2.173,-6.979,0.792,-4.056,4.287
7.748,19.269,2.196,-6.969,0.852,-4.045,4.266
7.758,19.422,2.219,-6.959,0.910,-4.034,4.245
7.768,19.576,2.240,-6.948,0.968,-4.022,4.224
7.778,19.733,2.261,-6.937,1.026,-4.010,4.202
7.788,19.891,2.281,-6.925,1.083,-3.999,4.181
7.798,20.050,2.301,-6.913,1.139,-3.987,4.158
7.808,20.212,2.319,-6.901,1.195,-3.974,4.136
7.818,20.375,2.337,-6.888,1.250,-3.962,4.113
7.828,20.539,2.354,-6.875,1.304,-3.949,4.091
7.838,20.705,2.370,-6.862,1.358,-3.936,4.067
7.848,20.873,2.386,-6.848,1.410,-3.924,4.044
7.858,21.042,2.401,-6.834,1.462,-3.910,4.020
7.868,21.213,2.415,-6.820,1.514,-3.897,3.996
7.878,21.386,2.428,-6.805,1.564,-3.884,3.972
7.888,21.560,2.441,-6.790,1.614,-3.870,3.948
7.898,21.735,2.453,-6.774,1.663,-3.856,3.924
7.908,21.913,2.464,-6.758,1.711,-3.842,3.899
7.918,22.091,2.475,-6.742,1.759,-3.828,3.874
7.928,22.271,2.485,-6.725,1.805,-3.813,3.849
7.938,22.453,2.494,-6.708,1.851,-3.799,3.824
7.948,22.636,2.503,-6.691,1.896,-3.784,3.798
7.958,22.821,2.511,-6.673,1.939,-3.769,3.773
7.968,23.007,2.519,-6.654,1.982,-3.754,3.747
7.978,23.194,2.526,-6.636,2.025,-3.739,3.721
7.988,23.383,2.532,-6.616,2.066,-3.723,3.695
7.998,23.574,2.538,-6.597,2.106,-3.708,3.669
8.008,23.765,2.543,-6.577,2.145,-3.692,3.642
8.018,23.958,2.548,-6.556,2.184,-3.676,3.616
8.028,24.153,2.552,-6.536,2.221,-3.660,3.590
8.038,24.349,2.555,-6.514,2.258,-3.644,3.563
8.048,24.546,2.558,-6.493,2.293,-3.628,3.536
8.058,24.745,2.561,-6.470,2.328,-3.611,3.510
8.068,24.945,2.563,-6.448,2.362,-3.594,3.483
8.078,25.146,2.564,-6.425,2.394,-3.578,3.456
8.088,25.348,2.565,-6.401,2.426,-3.561,3.429
8.098,25.552,2.566,-6.377,2.457,-3.543,3.402
8.108,25.757,2.566,-6.353,2.486,-3.526,3.375
8.118,25.963,2.566,-6.328,2.515,-3.509,3.348
8.128,26.171,2.565,-6.303,2.543,-3.491,3.321
8.138,26.380,2.564,-6.277,2.570,-3.473,3.294
8.148,26.590,2.563,-6.251,2.595,-3.455,3.267
8.158,26.801,2.561,-6.224,2.620,-3.437,3.240
8.168,27.013,2.559,-6.197,2.644,-3.419,3.213
8.178,27.226,2.556,-6.169,2.667,-3.401,3.186
8.188,27.441,2.553,-6.141,2.688,-3.382,3.159
8.198,27.656,2.550,-6.113,2.709,-3.364,3.132
8.208,27.873,2.547,-6.084,2.729,-3.345,3.105
8.218,28.091,2.543,-6.054,2.748,-3.326,3.078
8.228,28.310,2.539,-6.024,2.766,-3.307,3.051
8.238,28.530,2.535,-5.994,2.783,-3.288,3.025
8.248,28.751,2.530,-5.963,2.799,-3.269,2.998
8.258,28.973,2.526,-5.931,2.814,-3.250,2.971
8.268,29.196,2.521,-5.900,2.828,-3.230,2.945
8.278,29.420,2.515,-5.867,2.841,-3.210,2.918
8.288,29.645,2.510,-5.834,2.853,-3.191,2.892
8.298,29.870,2.505,-5.801,2.864,-3.171,2.866
8.308,30.097,2.499,-5.767,2.874,-3.151,2.840
8.318,30.325,2.493,-5.733,2.884,-3.131,2.814
8.328,30.553,2.487,-5.698,2.892,-3.111,2.788
8.338,30.783,2.481,-5.662,2.900,-3.090,2.762
8.348,31.013,2.475,-5.626,2.906,-3.070,2.737
8.358,31.244,2.469,-5.590,2.912,-3.049,2.711
8.368,31.476,2.463,-5.553,2.917,-3.029,2.686
8.378,31.708,2.456,-5.516,2.921,-3.008,2.661
8.388,31.941,2.450,-5.478,2.925,-2.987,2.636
8.398,32.176,2.444,-5.439,2.927,-2.966,2.611
8.408,32.410,2.437,-5.400,2.929,-2.945,2.586
8.418,32.646,2.431,-5.361,2.930,-2.924,2.562
8.428,32.882,2.425,-5.321,2.930,-2.903,2.538
8.438,33.119,2.419,-5.281,2.929,-2.881,2.514
8.448,33.356,2.412,-5.240,2.928,-2.860,2.490
8.458,33.594,2.406,-5.198,2.926,-2.839,2.466
8.468,33.833,2.400,-5.156,2.923,-2.817,2.443
8.478,34.072,2.394,-5.114,2.920,-2.795,2.419
8.488,34.312,2.389,-5.071,2.915,-2.774,2.396
8.498,34.552,2.383,-5.027,2.911,-2.752,2.374
8.509,34.793,2.378,-4.983,2.905,-2.730,2.351
8.519,35.034,2.372,-4.938,2.899,-2.708,2.329
8.529,35.276,2.367,-4.893,2.892,-2.686,2.307
8.539,35.518,2.362,-4.848,2.885,-2.664,2.285
8.549,35.761,2.357,-4.802,2.877,-2.641,2.263
8.559,36.004,2.353,-4.755,2.869,-2.619,2.242
8.569,36.247,2.348,-4.708,2.860,-2.597,2.221
8.579,36.491,2.344,-4.660,2.850,-2.574,2.200
8.589,36.735,2.340,-4.612,2.840,-2.552,2.179
8.599,36.980,2.337,-4.563,2.830,-2.529,2.159
8.609,37.224,2.334,-4.514,2.819,-2.507,2.139
8.619,37.469,2.331,-4.464,2.808,-2.484,2.119
8.629,37.715,2.328,-4.414,2.796,-2.461,2.100
8.639,37.960,2.326,-4.363,2.784,-2.439,2.081
8.649,38.206,2.324,-4.312,2.772,-2.416,2.062
8.659,38.451,2.322,-4.260,2.759,-2.393,2.043
8.669,38.697,2.321,-4.208,2.746,-2.370,2.025
8.679,38.944,2.320,-4.155,2.733,-2.347,2.007
8.689,39.190,2.320,-4.102,2.719,-2.324,1.989
8.699,39.436,2.319,-4.048,2.705,-2.301,1.971
8.709,39.682,2.320,-3.994,2.691,-2.278,1.954
8.719,39.929,2.321,-3.939,2.677,-2.255,1.937
8.729,40.175,2.322,-3.884,2.663,-2.232,1.921
8.739,40.422,2.323,-3.828,2.648,-2.209,1.904
8.749,40.668,2.325,-3.771,2.633,-2.185,1.888
8.759,40.914,2.328,-3.715,2.619,-2.162,1.873
8.769,41.161,2.331,-3.657,2.604,-2.139,1.857
8.779,41.407,2.334,-3.599,2.589,-2.116,1.842
8.789,41.653,2.338,-3.541,2.574,-2.092,1.828
8.799,41.899,2.343,-3.482,2.559,-2.069,1.813
8.809,42.144,2.348,-3.423,2.544,-2.046,1.799
8.819,42.390,2.353,-3.363,2.529,-2.022,1.785
8.829,42.635,2.360,-3.303,2.514,-1.999,1.772
8.839,42.880,2.366,-3.242,2.499,-1.976,1.758
8.849,43.125,2.373,-3.181,2.484,-1.952,1.745
8.859,43.370,2.381,-3.119,2.470,-1.929,1.733
8.869,43.614,2.389,-3.057,2.455,-1.905,1.721
8.879,43.858,2.398,-2.994,2.441,-1.882,1.709
8.889,44.101,2.408,-2.931,2.427,-1.859,1.697
8.899,44.345,2.418,-2.867,2.413,-1.835,1.685
8.909,44.587,2.428,-2.803,2.399,-1.812,1.674
8.919,44.830,2.440,-2.739,2.386,-1.788,1.664
8.929,45.072,2.451,-2.674,2.372,-1.765,1.653
8.939,45.313,2.464,-2.608,2.359,-1.742,1.643
8.949,45.554,2.477,-2.542,2.347,-1.718,1.633
8.959,45.794,2.491,-2.476,2.335,-1.695,1.624
8.969,46.034,2.505,-2.409,2.323,-1.672,1.614
8.979,46.274,2.520,-2.342,2.311,-1.648,1.605
8.989,46.512,2.536,-2.274,2.300,-1.625,1.597
8.999,46.751,2.552,-2.206,2.290,-1.602,1.588
9.009,46.988,2.569,-2.137,2.279,-1.579,1.580
