frame,flex,add,introt,ant,prox,lat
479,21.090,-5.908,-7.091,-5.204,-1.767,0.047
480,21.051,-5.943,-7.096,-5.167,-1.777,0.051
481,21.013,-5.979,-7.102,-5.129,-1.786,0.055
482,20.973,-6.015,-7.107,-5.090,-1.796,0.060
483,20.934,-6.051,-7.112,-5.050,-1.806,0.064
484,20.893,-6.087,-7.117,-5.010,-1.816,0.069
485,20.852,-6.123,-7.121,-4.970,-1.826,0.075
486,20.811,-6.159,-7.125,-4.929,-1.836,0.080
487,20.769,-6.195,-7.130,-4.887,-1.846,0.086
488,20.727,-6.231,-7.133,-4.845,-1.856,0.092
489,20.684,-6.266,-7.137,-4.802,-1.866,0.098
490,20.641,-6.302,-7.140,-4.759,-1.877,0.104
491,20.597,-6.338,-7.143,-4.716,-1.887,0.111
492,20.553,-6.373,-7.146,-4.672,-1.898,0.118
493,20.508,-6.408,-7.149,-4.628,-1.908,0.125
494,20.463,-6.444,-7.151,-4.583,-1.919,0.132
495,20.417,-6.479,-7.154,-4.538,-1.930,0.140
496,20.371,-6.514,-7.156,-4.493,-1.941,0.148
497,20.324,-6.548,-7.158,-4.448,-1.951,0.156
498,20.277,-6.583,-7.159,-4.402,-1.962,0.165
499,20.230,-6.617,-7.161,-4.356,-1.973,0.173
500,20.182,-6.651,-7.162,-4.310,-1.985,0.183
501,20.133,-6.685,-7.163,-4.263,-1.996,0.192
502,20.085,-6.718,-7.164,-4.217,-2.007,0.202
503,20.035,-6.752,-7.165,-4.170,-2.018,0.212
504,19.986,-6.785,-7.166,-4.124,-2.030,0.222
505,19.936,-6.817,-7.166,-4.077,-2.041,0.233
506,19.885,-6.849,-7.166,-4.030,-2.053,0.244
507,19.834,-6.881,-7.167,-3.983,-2.065,0.255
508,19.783,-6.913,-7.167,-3.936,-2.076,0.267
509,19.732,-6.944,-7.167,-3.889,-2.088,0.278
510,19.680,-6.975,-7.166,-3.842,-2.100,0.291
511,19.627,-7.005,-7.166,-3.795,-2.112,0.303
512,19.574,-7.035,-7.165,-3.748,-2.124,0.316
513,19.521,-7.064,-7.165,-3.702,-2.136,0.329
514,19.468,-7.093,-7.164,-3.655,-2.148,0.343
515,19.414,-7.122,-7.163,-3.609,-2.160,0.357
516,19.360,-7.150,-7.162,-3.563,-2.173,0.371
517,19.306,-7.177,-7.161,-3.517,-2.185,0.386
518,19.251,-7.204,-7.160,-3.471,-2.197,0.401
519,19.196,-7.231,-7.158,-3.425,-2.210,0.416
520,19.141,-7.257,-7.157,-3.380,-2.222,0.432
521,19.085,-7.282,-7.155,-3.335,-2.235,0.448
522,19.030,-7.307,-7.154,-3.291,-2.248,0.464
523,18.974,-7.331,-7.152,-3.246,-2.260,0.481
524,18.917,-7.354,-7.150,-3.202,-2.273,0.498
525,18.861,-7.377,-7.148,-3.159,-2.286,0.515
526,18.804,-7.399,-7.146,-3.115,-2.299,0.533
527,18.747,-7.421,-7.144,-3.072,-2.312,0.551
528,18.690,-7.442,-7.142,-3.030,-2.325,0.570
529,18.632,-7.462,-7.140,-2.988,-2.338,0.588
530,18.574,-7.481,-7.138,-2.947,-2.351,0.608
531,18.517,-7.500,-7.136,-2.906,-2.364,0.627
532,18.459,-7.518,-7.133,-2.865,-2.378,0.647
533,18.401,-7.536,-7.131,-2.825,-2.391,0.667
534,18.342,-7.552,-7.129,-2.786,-2.404,0.688
535,18.284,-7.568,-7.126,-2.747,-2.418,0.709
536,18.225,-7.583,-7.124,-2.708,-2.431,0.730
537,18.167,-7.597,-7.121,-2.671,-2.445,0.752
538,18.108,-7.611,-7.118,-2.634,-2.458,0.774
539,18.049,-7.623,-7.116,-2.597,-2.472,0.796
540,17.990,-7.635,-7.113,-2.561,-2.485,0.819
541,17.931,-7.646,-7.110,-2.526,-2.499,0.842
542,17.872,-7.656,-7.108,-2.491,-2.513,0.865
543,17.813,-7.665,-7.105,-2.457,-2.527,0.889
544,17.754,-7.674,-7.102,-2.424,-2.540,0.913
545,17.695,-7.681,-7.100,-2.392,-2.554,0.937
546,17.635,-7.688,-7.097,-2.360,-2.568,0.962
547,17.576,-7.693,-7.094,-2.329,-2.582,0.987
548,17.517,-7.698,-7.091,-2.298,-2.596,1.013
549,17.458,-7.702,-7.089,-2.269,-2.610,1.038
550,17.399,-7.705,-7.086,-2.240,-2.624,1.064
551,17.340,-7.707,-7.083,-2.212,-2.638,1.091
552,17.281,-7.708,-7.080,-2.184,-2.652,1.117
553,17.222,-7.708,-7.078,-2.158,-2.666,1.144
554,17.164,-7.707,-7.075,-2.132,-2.681,1.172
555,17.105,-7.705,-7.072,-2.107,-2.695,1.199
556,17.047,-7.702,-7.070,-2.083,-2.709,1.227
557,16.988,-7.699,-7.067,-2.059,-2.723,1.255
558,16.930,-7.694,-7.064,-2.036,-2.738,1.284
559,16.872,-7.688,-7.062,-2.015,-2.752,1.313
560,16.814,-7.681,-7.059,-1.993,-2.766,1.342
561,16.756,-7.673,-7.056,-1.973,-2.780,1.371
562,16.699,-7.664,-7.054,-1.954,-2.795,1.401
563,16.642,-7.654,-7.051,-1.935,-2.809,1.431
564,16.585,-7.643,-7.049,-1.917,-2.823,1.461
565,16.528,-7.631,-7.047,-1.900,-2.838,1.491
566,16.472,-7.618,-7.044,-1.884,-2.852,1.522
567,16.415,-7.604,-7.042,-1.869,-2.867,1.553
568,16.360,-7.589,-7.040,-1.854,-2.881,1.584
569,16.304,-7.573,-7.037,-1.840,-2.896,1.616
570,16.249,-7.556,-7.035,-1.827,-2.910,1.647
571,16.194,-7.537,-7.033,-1.815,-2.924,1.679
572,16.139,-7.518,-7.031,-1.804,-2.939,1.711
573,16.085,-7.498,-7.029,-1.793,-2.953,1.744
574,16.031,-7.476,-7.027,-1.784,-2.968,1.776
575,15.978,-7.453,-7.025,-1.775,-2.982,1.809
576,15.925,-7.430,-7.023,-1.767,-2.997,1.842
577,15.872,-7.405,-7.022,-1.759,-3.011,1.875
578,15.820,-7.379,-7.020,-1.752,-3.026,1.909
579,15.768,-7.352,-7.018,-1.747,-3.040,1.942
580,15.717,-7.324,-7.017,-1.741,-3.054,1.976
581,15.666,-7.295,-7.015,-1.737,-3.069,2.010
582,15.616,-7.265,-7.014,-1.733,-3.083,2.044
583,15.567,-7.234,-7.012,-1.730,-3.098,2.078
584,15.517,-7.201,-7.011,-1.728,-3.112,2.112
585,15.469,-7.168,-7.010,-1.727,-3.126,2.147
586,15.421,-7.134,-7.009,-1.726,-3.141,2.181
587,15.373,-7.098,-7.007,-1.725,-3.155,2.216
588,15.326,-7.062,-7.006,-1.726,-3.169,2.251
589,15.280,-7.024,-7.005,-1.727,-3.183,2.286
590,15.234,-6.985,-7.005,-1.729,-3.198,2.321
591,15.189,-6.945,-7.004,-1.731,-3.212,2.356
592,15.145,-6.904,-7.003,-1.734,-3.226,2.391
593,15.101,-6.863,-7.002,-1.738,-3.240,2.426
594,15.058,-6.820,-7.002,-1.742,-3.254,2.462
595,15.016,-6.776,-7.001,-1.747,-3.269,2.497
596,14.974,-6.731,-7.001,-1.752,-3.283,2.533
597,14.933,-6.684,-7.001,-1.758,-3.297,2.568
598,14.893,-6.637,-7.000,-1.764,-3.311,2.604
599,14.854,-6.589,-7.000,-1.771,-3.325,2.640
600,14.815,-6.540,-7.000,-1.778,-3.338,2.675
601,14.777,-6.490,-7.000,-1.786,-3.352,2.711
602,14.740,-6.439,-7.000,-1.794,-3.366,2.747
603,14.704,-6.387,-7.000,-1.803,-3.380,2.782
604,14.669,-6.333,-7.000,-1.812,-3.394,2.818
605,14.634,-6.279,-7.001,-1.821,-3.407,2.854
606,14.601,-6.224,-7.001,-1.831,-3.421,2.889
607,14.568,-6.168,-7.002,-1.841,-3.434,2.925
608,14.536,-6.111,-7.002,-1.852,-3.448,2.960
609,14.505,-6.053,-7.003,-1.862,-3.461,2.996
610,14.475,-5.994,-7.003,-1.873,-3.475,3.031
611,14.446,-5.934,-7.004,-1.885,-3.488,3.067
612,14.417,-5.873,-7.005,-1.896,-3.501,3.102
613,14.390,-5.812,-7.006,-1.908,-3.515,3.137
614,14.364,-5.749,-7.007,-1.920,-3.528,3.172
615,14.339,-5.685,-7.008,-1.932,-3.541,3.207
616,14.315,-5.621,-7.009,-1.944,-3.554,3.242
617,14.291,-5.556,-7.010,-1.957,-3.567,3.277
618,14.269,-5.490,-7.011,-1.969,-3.580,3.311
619,14.248,-5.423,-7.013,-1.982,-3.593,3.346
620,14.228,-5.355,-7.014,-1.995,-3.605,3.380
621,14.209,-5.286,-7.016,-2.007,-3.618,3.414
622,14.191,-5.217,-7.017,-2.020,-3.631,3.448
623,14.174,-5.147,-7.019,-2.033,-3.643,3.482
624,14.159,-5.076,-7.021,-2.045,-3.655,3.516
625,14.144,-5.004,-7.022,-2.058,-3.668,3.550
626,14.131,-4.931,-7.024,-2.071,-3.680,3.583
627,14.118,-4.858,-7.026,-2.083,-3.692,3.616
628,14.107,-4.784,-7.028,-2.095,-3.704,3.649
629,14.097,-4.709,-7.030,-2.108,-3.716,3.681
630,14.089,-4.633,-7.032,-2.120,-3.728,3.714
631,14.081,-4.557,-7.034,-2.132,-3.740,3.746
632,14.075,-4.480,-7.036,-2.143,-3.752,3.778
633,14.070,-4.403,-7.038,-2.155,-3.763,3.810
634,14.066,-4.325,-7.041,-2.166,-3.775,3.841
635,14.064,-4.246,-7.043,-2.177,-3.786,3.872
636,14.062,-4.167,-7.045,-2.187,-3.797,3.903
637,14.062,-4.087,-7.048,-2.198,-3.809,3.934
638,14.064,-4.006,-7.050,-2.208,-3.820,3.964
639,14.066,-3.925,-7.053,-2.217,-3.831,3.994
640,14.070,-3.843,-7.055,-2.226,-3.841,4.024
641,14.076,-3.761,-7.058,-2.235,-3.852,4.053
642,14.082,-3.678,-7.060,-2.243,-3.863,4.082
643,14.090,-3.595,-7.063,-2.251,-3.873,4.111
644,14.100,-3.511,-7.065,-2.259,-3.884,4.139
645,14.111,-3.427,-7.068,-2.266,-3.894,4.167
646,14.123,-3.342,-7.071,-2.272,-3.904,4.195
647,14.136,-3.257,-7.073,-2.278,-3.914,4.222
648,14.151,-3.171,-7.076,-2.283,-3.924,4.249
649,14.168,-3.085,-7.079,-2.288,-3.934,4.276
650,14.185,-2.999,-7.081,-2.292,-3.944,4.302
651,14.205,-2.912,-7.084,-2.296,-3.953,4.328
652,14.225,-2.825,-7.087,-2.299,-3.963,4.353
653,14.248,-2.738,-7.090,-2.301,-3.972,4.378
654,14.271,-2.650,-7.092,-2.303,-3.981,4.403
655,14.296,-2.562,-7.095,-2.304,-3.990,4.427
656,14.323,-2.474,-7.098,-2.304,-3.999,4.451
657,14.351,-2.385,-7.101,-2.303,-4.008,4.474
658,14.381,-2.296,-7.103,-2.302,-4.017,4.497
659,14.412,-2.207,-7.106,-2.300,-4.025,4.519
660,14.445,-2.118,-7.109,-2.298,-4.034,4.541
661,14.479,-2.029,-7.112,-2.294,-4.042,4.563
662,14.515,-1.939,-7.114,-2.290,-4.050,4.584
663,14.552,-1.849,-7.117,-2.285,-4.058,4.604
664,14.591,-1.760,-7.119,-2.279,-4.066,4.625
665,14.631,-1.670,-7.122,-2.272,-4.073,4.644
666,14.673,-1.579,-7.125,-2.265,-4.081,4.663
667,14.717,-1.489,-7.127,-2.256,-4.088,4.682
668,14.762,-1.399,-7.130,-2.247,-4.096,4.700
669,14.809,-1.309,-7.132,-2.237,-4.103,4.718
670,14.857,-1.219,-7.134,-2.226,-4.110,4.735
671,14.907,-1.128,-7.137,-2.214,-4.116,4.752
672,14.959,-1.038,-7.139,-2.202,-4.123,4.768
673,15.012,-0.948,-7.141,-2.188,-4.129,4.784
674,15.067,-0.858,-7.143,-2.173,-4.136,4.799
675,15.124,-0.767,-7.145,-2.158,-4.142,4.813
676,15.182,-0.677,-7.147,-2.141,-4.148,4.828
677,15.242,-0.588,-7.149,-2.124,-4.154,4.841
678,15.303,-0.498,-7.151,-2.106,-4.159,4.854
679,15.366,-0.408,-7.153,-2.086,-4.165,4.867
680,15.431,-0.319,-7.154,-2.066,-4.170,4.879
681,15.498,-0.229,-7.156,-2.045,-4.175,4.890
682,15.566,-0.140,-7.158,-2.023,-4.180,4.901
683,15.636,-0.051,-7.159,-2.000,-4.185,4.911
684,15.707,0.037,-7.160,-1.976,-4.190,4.921
685,15.781,0.126,-7.161,-1.951,-4.194,4.930
686,15.855,0.214,-7.162,-1.925,-4.198,4.939
687,15.932,0.302,-7.163,-1.898,-4.203,4.947
688,16.010,0.389,-7.164,-1.870,-4.206,4.954
689,16.090,0.477,-7.165,-1.841,-4.210,4.961
690,16.172,0.563,-7.166,-1.811,-4.214,4.968
691,16.256,0.650,-7.166,-1.781,-4.217,4.973
692,16.341,0.736,-7.166,-1.749,-4.221,4.979
693,16.428,0.822,-7.167,-1.716,-4.224,4.983
694,16.516,0.907,-7.167,-1.682,-4.227,4.987
695,16.606,0.992,-7.167,-1.648,-4.229,4.991
696,16.698,1.077,-7.166,-1.612,-4.232,4.994
697,16.792,1.161,-7.166,-1.576,-4.234,4.996
698,16.887,1.244,-7.165,-1.538,-4.236,4.998
699,16.985,1.327,-7.165,-1.500,-4.238,4.999
700,17.083,1.410,-7.164,-1.461,-4.240,5.000
701,17.184,1.492,-7.163,-1.421,-4.242,5.000
702,17.286,1.574,-7.162,-1.380,-4.243,4.999
703,17.390,1.655,-7.160,-1.338,-4.244,4.998
704,17.496,1.735,-7.159,-1.295,-4.246,4.997
705,17.604,1.815,-7.157,-1.251,-4.246,4.994
706,17.713,1.894,-7.155,-1.207,-4.247,4.992
707,17.824,1.973,-7.153,-1.161,-4.248,4.988
708,17.936,2.051,-7.150,-1.115,-4.248,4.984
709,18.051,2.128,-7.148,-1.068,-4.248,4.980
710,18.167,2.205,-7.145,-1.020,-4.248,4.975
711,18.285,2.281,-7.142,-0.972,-4.248,4.969
712,18.404,2.357,-7.139,-0.922,-4.247,4.963
713,18.525,2.431,-7.135,-0.872,-4.247,4.956
714,18.648,2.506,-7.132,-0.821,-4.246,4.948
715,18.773,2.579,-7.128,-0.769,-4.245,4.940
716,18.899,2.651,-7.124,-0.717,-4.243,4.932
717,19.027,2.723,-7.119,-0.664,-4.242,4.923
718,19.157,2.794,-7.115,-0.610,-4.240,4.913
719,19.288,2.865,-7.110,-0.556,-4.239,4.903
720,19.421,2.934,-7.105,-0.500,-4.237,4.892
721,19.556,3.003,-7.100,-0.445,-4.234,4.881
722,19.692,3.071,-7.094,-0.388,-4.232,4.869
723,19.831,3.138,-7.088,-0.331,-4.229,4.857
724,19.970,3.205,-7.082,-0.274,-4.227,4.844
725,20.112,3.270,-7.076,-0.216,-4.224,4.830
726,20.255,3.335,-7.069,-0.157,-4.220,4.816
727,20.400,3.399,-7.062,-0.098,-4.217,4.802
728,20.546,3.462,-7.055,-0.038,-4.213,4.787
729,20.694,3.524,-7.047,0.022,-4.210,4.771
730,20.844,3.586,-7.039,0.082,-4.206,4.755
731,20.995,3.646,-7.031,0.143,-4.201,4.739
732,21.148,3.706,-7.023,0.205,-4.197,4.722
733,21.302,3.764,-7.014,0.266,-4.192,4.704
734,21.458,3.822,-7.005,0.329,-4.188,4.686
735,21.616,3.879,-6.995,0.391,-4.183,4.668
736,21.776,3.935,-6.986,0.454,-4.177,4.649
737,21.936,3.990,-6.976,0.517,-4.172,4.629
738,22.099,4.044,-6.965,0.580,-4.167,4.609
739,22.263,4.097,-6.955,0.644,-4.161,4.589
740,22.429,4.149,-6.944,0.708,-4.155,4.568
741,22.596,4.201,-6.932,0.772,-4.149,4.546
742,22.764,4.251,-6.921,0.836,-4.142,4.524
743,22.935,4.301,-6.909,0.900,-4.136,4.502
744,23.106,4.349,-6.896,0.965,-4.129,4.479
745,23.280,4.397,-6.884,1.030,-4.122,4.456
746,23.454,4.443,-6.871,1.094,-4.115,4.433
747,23.630,4.489,-6.857,1.159,-4.107,4.408
748,23.808,4.533,-6.843,1.224,-4.100,4.384
749,23.987,4.577,-6.829,1.288,-4.092,4.359
750,24.168,4.620,-6.814,1.353,-4.084,4.334
751,24.350,4.661,-6.800,1.418,-4.076,4.308
752,24.534,4.702,-6.784,1.482,-4.067,4.282
753,24.719,4.742,-6.769,1.547,-4.059,4.256
754,24.905,4.781,-6.752,1.611,-4.050,4.229
755,25.093,4.818,-6.736,1.676,-4.041,4.202
756,25.282,4.855,-6.719,1.740,-4.032,4.174
757,25.472,4.891,-6.702,1.804,-4.023,4.146
758,25.664,4.926,-6.684,1.867,-4.013,4.118
759,25.857,4.960,-6.666,1.931,-4.003,4.090
760,26.052,4.993,-6.648,1.994,-3.994,4.061
761,26.248,5.024,-6.629,2.057,-3.983,4.031
762,26.445,5.055,-6.609,2.119,-3.973,4.002
763,26.644,5.085,-6.590,2.181,-3.963,3.972
764,26.843,5.114,-6.569,2.243,-3.952,3.942
765,27.044,5.142,-6.549,2.304,-3.941,3.911
766,27.247,5.170,-6.528,2.365,-3.930,3.881
767,27.450,5.196,-6.506,2.426,-3.919,3.850
768,27.655,5.221,-6.485,2.486,-3.907,3.818
769,27.861,5.245,-6.462,2.546,-3.896,3.787
770,28.068,5.268,-6.439,2.605,-3.884,3.755
771,28.277,5.291,-6.416,2.664,-3.872,3.723
772,28.486,5.312,-6.393,2.722,-3.860,3.691
773,28.697,5.332,-6.369,2.779,-3.847,3.658
774,28.909,5.352,-6.344,2.836,-3.835,3.625
775,29.121,5.370,-6.319,2.892,-3.822,3.592
776,29.336,5.388,-6.294,2.948,-3.809,3.559
777,29.551,5.405,-6.268,3.003,-3.796,3.526
778,29.767,5.421,-6.241,3.057,-3.783,3.492
779,29.984,5.436,-6.214,3.111,-3.769,3.459
780,30.202,5.450,-6.187,3.164,-3.755,3.425
781,30.422,5.463,-6.159,3.216,-3.742,3.391
782,30.642,5.475,-6.131,3.267,-3.728,3.357
783,30.863,5.487,-6.102,3.318,-3.713,3.322
784,31.085,5.497,-6.073,3.368,-3.699,3.288
785,31.309,5.507,-6.043,3.417,-3.685,3.253
786,31.533,5.516,-6.013,3.465,-3.670,3.218
787,31.758,5.524,-5.983,3.512,-3.655,3.184
788,31.984,5.531,-5.951,3.559,-3.640,3.149
789,32.210,5.537,-5.920,3.605,-3.625,3.114
790,32.438,5.543,-5.888,3.650,-3.609,3.078
791,32.667,5.548,-5.855,3.693,-3.594,3.043
792,32.896,5.552,-5.822,3.737,-3.578,3.008
793,33.126,5.555,-5.789,3.779,-3.562,2.973
794,33.357,5.557,-5.754,3.820,-3.546,2.937
795,33.589,5.559,-5.720,3.860,-3.530,2.902
796,33.821,5.560,-5.685,3.899,-3.514,2.866
797,34.054,5.560,-5.649,3.938,-3.497,2.831
798,34.288,5.559,-5.613,3.975,-3.481,2.795
799,34.522,5.558,-5.577,4.011,-3.464,2.760
800,34.758,5.556,-5.539,4.047,-3.447,2.724
801,34.993,5.554,-5.502,4.081,-3.430,2.689
802,35.230,5.550,-5.464,4.114,-3.412,2.653
803,35.467,5.546,-5.425,4.147,-3.395,2.618
804,35.704,5.542,-5.386,4.178,-3.377,2.583
805,35.943,5.537,-5.346,4.208,-3.359,2.547
806,36.181,5.531,-5.306,4.237,-3.342,2.512
807,36.421,5.524,-5.266,4.265,-3.324,2.477
808,36.660,5.517,-5.225,4.293,-3.305,2.441
809,36.901,5.509,-5.183,4.319,-3.287,2.406
810,37.141,5.501,-5.141,4.344,-3.269,2.371
811,37.382,5.492,-5.098,4.368,-3.250,2.336
812,37.624,5.483,-5.055,4.390,-3.231,2.301
813,37.866,5.473,-5.011,4.412,-3.212,2.266
814,38.108,5.463,-4.967,4.433,-3.193,2.232
815,38.351,5.452,-4.922,4.453,-3.174,2.197
816,38.594,5.441,-4.877,4.471,-3.155,2.163
817,38.837,5.429,-4.831,4.489,-3.136,2.128
818,39.081,5.417,-4.785,4.505,-3.116,2.094
819,39.325,5.404,-4.738,4.521,-3.096,2.060
820,39.569,5.391,-4.691,4.535,-3.077,2.026
821,39.813,5.377,-4.643,4.548,-3.057,1.993
822,40.057,5.363,-4.594,4.561,-3.037,1.959
823,40.302,5.349,-4.545,4.572,-3.016,1.926
824,40.547,5.334,-4.496,4.582,-2.996,1.893
825,40.792,5.319,-4.446,4.591,-2.976,1.860
826,41.037,5.304,-4.396,4.599,-2.955,1.827
827,41.282,5.288,-4.345,4.606,-2.935,1.794
828,41.527,5.272,-4.293,4.613,-2.914,1.762
829,41.773,5.255,-4.241,4.618,-2.893,1.730
830,42.018,5.239,-4.189,4.622,-2.872,1.698
831,42.263,5.222,-4.136,4.625,-2.851,1.666
832,42.508,5.205,-4.082,4.627,-2.830,1.634
833,42.754,5.187,-4.028,4.628,-2.809,1.603
834,42.999,5.170,-3.974,4.628,-2.787,1.572
835,43.244,5.152,-3.919,4.627,-2.766,1.541
836,43.489,5.134,-3.863,4.626,-2.744,1.511
837,43.733,5.116,-3.807,4.623,-2.723,1.480
838,43.978,5.098,-3.751,4.620,-2.701,1.450
839,44.222,5.080,-3.694,4.615,-2.679,1.421
840,44.467,5.061,-3.636,4.610,-2.657,1.391
841,44.711,5.042,-3.578,4.604,-2.635,1.362
842,44.954,5.024,-3.520,4.597,-2.613,1.333
843,45.198,5.005,-3.461,4.589,-2.591,1.304
844,45.441,4.986,-3.401,4.580,-2.569,1.276
845,45.684,4.967,-3.341,4.570,-2.547,1.248
846,45.926,4.948,-3.281,4.560,-2.524,1.220
847,46.168,4.930,-3.220,4.549,-2.502,1.193
848,46.410,4.911,-3.158,4.537,-2.479,1.166
849,46.651,4.892,-3.097,4.524,-2.457,1.139
850,46.892,4.873,-3.034,4.511,-2.434,1.112
851,47.132,4.854,-2.971,4.497,-2.411,1.086
852,47.372,4.835,-2.908,4.482,-2.388,1.060
853,47.612,4.817,-2.844,4.467,-2.365,1.035
854,47.850,4.798,-2.780,4.451,-2.343,1.010
855,48.089,4.780,-2.715,4.434,-2.320,0.985
856,48.326,4.761,-2.650,4.417,-2.297,0.960
857,48.564,4.743,-2.584,4.399,-2.273,0.936
858,48.800,4.725,-2.518,4.381,-2.250,0.912
859,49.036,4.707,-2.451,4.362,-2.227,0.888
860,49.271,4.690,-2.384,4.342,-2.204,0.865
861,49.506,4.672,-2.317,4.322,-2.181,0.842
862,49.739,4.655,-2.249,4.302,-2.157,0.820
863,49.972,4.638,-2.181,4.281,-2.134,0.797
864,50.205,4.621,-2.112,4.260,-2.110,0.776
865,50.436,4.604,-2.043,4.238,-2.087,0.754
866,50.667,4.588,-1.973,4.216,-2.063,0.733
867,50.897,4.572,-1.903,4.193,-2.040,0.712
868,51.126,4.556,-1.832,4.170,-2.016,0.692
869,51.354,4.541,-1.761,4.147,-1.993,0.672
870,51.581,4.526,-1.690,4.124,-1.969,0.652
871,51.807,4.511,-1.618,4.100,-1.945,0.632
872,52.033,4.496,-1.546,4.076,-1.922,0.613
873,52.257,4.482,-1.473,4.052,-1.898,0.595
874,52.481,4.469,-1.400,4.027,-1.874,0.576
875,52.703,4.455,-1.327,4.002,-1.851,0.558
876,52.925,4.442,-1.253,3.978,-1.827,0.541
877,53.145,4.429,-1.179,3.953,-1.803,0.524
878,53.364,4.417,-1.105,3.928,-1.779,0.507
879,53.583,4.405,-1.030,3.902,-1.756,0.490
880,53.800,4.394,-0.954,3.877,-1.732,0.474
881,54.016,4.383,-0.879,3.852,-1.708,0.458
882,54.231,4.373,-0.803,3.827,-1.684,0.442
883,54.444,4.362,-0.726,3.801,-1.661,0.427
884,54.657,4.353,-0.650,3.776,-1.637,0.412
885,54.868,4.344,-0.572,3.751,-1.613,0.398
886,55.078,4.335,-0.495,3.726,-1.589,0.384
887,55.287,4.327,-0.417,3.701,-1.566,0.370
888,55.494,4.319,-0.339,3.676,-1.542,0.357
889,55.700,4.312,-0.261,3.651,-1.518,0.343
890,55.905,4.306,-0.182,3.626,-1.494,0.331
891,56.109,4.299,-0.103,3.602,-1.471,0.318
892,56.311,4.294,-0.023,3.578,-1.447,0.306
893,56.512,4.289,0.056,3.553,-1.423,0.294
894,56.711,4.284,0.136,3.530,-1.400,0.283
895,56.909,4.280,0.217,3.506,-1.376,0.272
896,57.106,4.277,0.297,3.483,-1.353,0.261
897,57.301,4.274,0.378,3.460,-1.329,0.250
898,57.495,4.272,0.459,3.437,-1.306,0.240
899,57.687,4.270,0.541,3.415,-1.282,0.230
900,57.878,4.269,0.623,3.393,-1.259,0.221
901,58.067,4.269,0.705,3.372,-1.235,0.211
902,58.254,4.269,0.787,3.351,-1.212,0.202
903,58.440,4.269,0.869,3.330,-1.189,0.193
904,58.625,4.270,0.952,3.310,-1.165,0.185
905,58.808,4.272,1.035,3.290,-1.142,0.177
906,58.989,4.275,1.118,3.271,-1.119,0.169
907,59.168,4.278,1.202,3.252,-1.096,0.161
908,59.346,4.281,1.286,3.234,-1.073,0.154
909,59.523,4.286,1.369,3.216,-1.050,0.147
910,59.697,4.291,1.454,3.199,-1.027,0.140
911,59.870,4.296,1.538,3.182,-1.004,0.134
912,60.041,4.302,1.622,3.166,-0.981,0.127
913,60.211,4.309,1.707,3.151,-0.958,0.121
914,60.378,4.316,1.792,3.136,-0.936,0.116
915,60.544,4.324,1.877,3.121,-0.913,0.110
916,60.708,4.333,1.962,3.108,-0.891,0.105
917,60.871,4.342,2.048,3.095,-0.868,0.099
918,61.031,4.352,2.133,3.082,-0.846,0.095
919,61.190,4.362,2.219,3.071,-0.823,0.090
920,61.347,4.373,2.305,3.060,-0.801,0.085
921,61.502,4.385,2.391,3.049,-0.779,0.081
922,61.655,4.397,2.477,3.040,-0.757,0.077
923,61.806,4.410,2.563,3.031,-0.735,0.073
924,61.955,4.424,2.649,3.023,-0.713,0.069
925,62.102,4.438,2.736,3.015,-0.691,0.066
926,62.248,4.453,2.823,3.008,-0.669,0.062
927,62.391,4.468,2.909,3.002,-0.647,0.059
928,62.533,4.484,2.996,2.997,-0.626,0.056
929,62.672,4.501,3.083,2.992,-0.604,0.053
930,62.810,4.518,3.170,2.988,-0.583,0.051
931,62.946,4.535,3.257,2.985,-0.562,0.048
932,63.079,4.554,3.344,2.983,-0.540,0.046
933,63.211,4.573,3.431,2.982,-0.519,0.043
934,63.340,4.592,3.518,2.981,-0.498,0.041
935,63.468,4.612,3.605,2.981,-0.477,0.039
936,63.593,4.633,3.692,2.982,-0.457,0.037
937,63.716,4.654,3.780,2.983,-0.436,0.035
938,63.838,4.675,3.867,2.985,-0.415,0.033
939,63.957,4.698,3.954,2.989,-0.395,0.031
940,64.074,4.720,4.041,2.992,-0.374,0.030
941,64.189,4.744,4.129,2.997,-0.354,0.028
942,64.302,4.768,4.216,3.002,-0.334,0.027
943,64.412,4.792,4.303,3.009,-0.314,0.025
944,64.521,4.817,4.390,3.015,-0.294,0.024
945,64.627,4.842,4.477,3.023,-0.274,0.022
946,64.731,4.868,4.564,3.032,-0.255,0.021
947,64.833,4.894,4.652,3.041,-0.235,0.020
948,64.933,4.921,4.738,3.051,-0.216,0.018
949,65.031,4.948,4.825,3.061,-0.197,0.017
950,65.126,4.976,4.912,3.073,-0.177,0.016
951,65.220,5.004,4.999,3.085,-0.158,0.015
952,65.311,5.033,5.086,3.098,-0.139,0.013
953,65.400,5.062,5.172,3.111,-0.121,0.012
954,65.486,5.091,5.259,3.126,-0.102,0.011
955,65.571,5.121,5.345,3.140,-0.084,0.009
956,65.653,5.151,5.431,3.156,-0.065,0.008
957,65.733,5.182,5.517,3.172,-0.047,0.007
958,65.810,5.213,5.603,3.189,-0.029,0.005
959,65.886,5.244,5.689,3.207,-0.011,0.004
960,65.959,5.276,5.775,3.225,0.007,0.002
961,66.030,5.308,5.860,3.244,0.024,0.001
962,66.098,5.340,5.946,3.264,0.042,-0.001
963,66.164,5.373,6.031,3.284,0.059,-0.003
