time,flex,add,introt,ant,prox,lat
4.484,19.472,-4.222,-7.127,-5.485,-1.838,1.429
4.494,19.449,-4.230,-7.131,-5.462,-1.844,1.428
4.505,19.426,-4.238,-7.135,-5.438,-1.850,1.427
4.515,19.403,-4.246,-7.138,-5.412,-1.857,1.427
4.525,19.379,-4.255,-7.141,-5.386,-1.863,1.426
4.535,19.354,-4.264,-7.144,-5.358,-1.870,1.426
4.545,19.330,-4.274,-7.147,-5.330,-1.877,1.425
4.555,19.304,-4.284,-7.150,-5.300,-1.883,1.425
4.565,19.279,-4.295,-7.152,-5.270,-1.890,1.424
4.575,19.253,-4.306,-7.154,-5.238,-1.897,1.424
4.585,19.226,-4.317,-7.156,-5.206,-1.904,1.424
4.595,19.200,-4.329,-7.158,-5.172,-1.911,1.424
4.605,19.172,-4.341,-7.160,-5.138,-1.918,1.424
4.615,19.145,-4.354,-7.161,-5.103,-1.925,1.424
4.625,19.117,-4.367,-7.163,-5.066,-1.933,1.424
4.635,19.088,-4.380,-7.164,-5.029,-1.940,1.424
4.645,19.059,-4.394,-7.165,-4.991,-1.947,1.425
4.655,19.030,-4.408,-7.165,-4.952,-1.955,1.425
4.665,19.000,-4.422,-7.166,-4.912,-1.962,1.426
4.675,18.970,-4.436,-7.166,-4.871,-1.970,1.427
4.685,18.940,-4.451,-7.167,-4.830,-1.977,1.428
4.695,18.909,-4.466,-7.167,-4.787,-1.985,1.429
4.705,18.878,-4.481,-7.167,-4.744,-1.993,1.430
4.715,18.847,-4.497,-7.166,-4.700,-2.000,1.432
4.725,18.815,-4.513,-7.166,-4.655,-2.008,1.433
4.735,18.783,-4.529,-7.166,-4.609,-2.016,1.435
4.745,18.751,-4.545,-7.165,-4.563,-2.024,1.437
4.755,18.718,-4.561,-7.164,-4.516,-2.032,1.439
4.765,18.685,-4.578,-7.164,-4.468,-2.041,1.441
4.775,18.652,-4.595,-7.163,-4.420,-2.049,1.444
4.785,18.619,-4.611,-7.162,-4.371,-2.057,1.447
4.795,18.585,-4.628,-7.160,-4.321,-2.066,1.450
4.805,18.551,-4.645,-7.159,-4.271,-2.074,1.453
4.815,18.516,-4.663,-7.158,-4.220,-2.083,1.456
4.825,18.481,-4.680,-7.156,-4.169,-2.091,1.460
4.835,18.447,-4.697,-7.155,-4.117,-2.100,1.464
4.845,18.411,-4.715,-7.153,-4.064,-2.108,1.468
4.855,18.376,-4.732,-7.151,-4.011,-2.117,1.472
4.865,18.340,-4.750,-7.150,-3.958,-2.126,1.476
4.875,18.305,-4.767,-7.148,-3.904,-2.135,1.481
4.885,18.269,-4.785,-7.146,-3.850,-2.144,1.486
4.895,18.232,-4.802,-7.144,-3.795,-2.153,1.492
4.905,18.196,-4.819,-7.142,-3.740,-2.162,1.497
4.915,18.159,-4.837,-7.139,-3.684,-2.171,1.503
4.925,18.123,-4.854,-7.137,-3.629,-2.181,1.509
4.935,18.086,-4.871,-7.135,-3.572,-2.190,1.515
4.945,18.049,-4.888,-7.132,-3.516,-2.199,1.522
4.955,18.011,-4.906,-7.130,-3.459,-2.209,1.529
4.965,17.974,-4.922,-7.128,-3.402,-2.219,1.536
4.975,17.936,-4.939,-7.125,-3.345,-2.228,1.543
4.985,17.899,-4.956,-7.123,-3.288,-2.238,1.551
4.995,17.861,-4.972,-7.120,-3.230,-2.248,1.559
5.005,17.823,-4.988,-7.117,-3.173,-2.257,1.567
5.015,17.786,-5.004,-7.115,-3.115,-2.267,1.576
5.025,17.748,-5.020,-7.112,-3.057,-2.277,1.585
5.035,17.710,-5.036,-7.109,-2.999,-2.287,1.594
5.045,17.672,-5.051,-7.107,-2.941,-2.297,1.603
5.055,17.634,-5.066,-7.104,-2.883,-2.307,1.613
5.065,17.596,-5.081,-7.101,-2.826,-2.318,1.623
5.075,17.558,-5.095,-7.099,-2.768,-2.328,1.633
5.085,17.520,-5.110,-7.096,-2.710,-2.338,1.644
5.095,17.482,-5.123,-7.093,-2.652,-2.348,1.655
5.105,17.444,-5.137,-7.090,-2.594,-2.359,1.666
5.115,17.406,-5.150,-7.088,-2.537,-2.369,1.678
5.125,17.368,-5.163,-7.085,-2.479,-2.380,1.690
5.135,17.330,-5.175,-7.082,-2.422,-2.391,1.702
5.145,17.292,-5.187,-7.079,-2.365,-2.401,1.714
5.155,17.254,-5.199,-7.077,-2.308,-2.412,1.727
5.165,17.217,-5.210,-7.074,-2.252,-2.423,1.740
5.175,17.179,-5.220,-7.071,-2.196,-2.434,1.754
5.185,17.142,-5.231,-7.069,-2.140,-2.444,1.767
5.195,17.105,-5.240,-7.066,-2.084,-2.455,1.781
5.205,17.068,-5.250,-7.063,-2.029,-2.466,1.796
5.215,17.031,-5.258,-7.061,-1.974,-2.477,1.810
5.225,16.994,-5.267,-7.058,-1.919,-2.489,1.825
5.235,16.958,-5.274,-7.056,-1.865,-2.500,1.841
5.245,16.921,-5.281,-7.053,-1.811,-2.511,1.856
5.255,16.885,-5.288,-7.051,-1.758,-2.522,1.872
5.265,16.849,-5.294,-7.048,-1.705,-2.534,1.888
5.275,16.814,-5.299,-7.046,-1.653,-2.545,1.905
5.285,16.778,-5.304,-7.043,-1.601,-2.556,1.922
5.295,16.743,-5.308,-7.041,-1.550,-2.568,1.939
5.305,16.709,-5.312,-7.039,-1.499,-2.579,1.956
5.315,16.674,-5.315,-7.037,-1.448,-2.591,1.974
5.325,16.640,-5.317,-7.035,-1.399,-2.602,1.992
5.335,16.606,-5.318,-7.032,-1.350,-2.614,2.010
5.345,16.573,-5.319,-7.030,-1.301,-2.626,2.029
5.355,16.539,-5.320,-7.028,-1.253,-2.637,2.047
5.365,16.507,-5.319,-7.026,-1.206,-2.649,2.067
5.375,16.474,-5.318,-7.025,-1.160,-2.661,2.086
5.385,16.442,-5.316,-7.023,-1.114,-2.673,2.106
5.395,16.411,-5.313,-7.021,-1.069,-2.685,2.126
5.405,16.379,-5.310,-7.019,-1.024,-2.697,2.146
5.415,16.349,-5.306,-7.018,-0.980,-2.709,2.166
5.425,16.318,-5.301,-7.016,-0.937,-2.721,2.187
5.435,16.289,-5.295,-7.015,-0.895,-2.733,2.208
5.445,16.259,-5.289,-7.013,-0.854,-2.745,2.230
5.455,16.230,-5.281,-7.012,-0.813,-2.757,2.251
5.465,16.202,-5.273,-7.010,-0.773,-2.769,2.273
5.475,16.174,-5.264,-7.009,-0.734,-2.781,2.295
5.485,16.147,-5.255,-7.008,-0.695,-2.793,2.317
5.495,16.120,-5.244,-7.007,-0.658,-2.805,2.340
5.506,16.094,-5.233,-7.006,-0.621,-2.818,2.363
5.516,16.069,-5.220,-7.005,-0.585,-2.830,2.386
5.526,16.044,-5.207,-7.004,-0.550,-2.842,2.409
5.536,16.019,-5.193,-7.003,-0.516,-2.854,2.432
5.546,15.996,-5.178,-7.003,-0.482,-2.867,2.456
5.556,15.973,-5.163,-7.002,-0.450,-2.879,2.480
5.566,15.950,-5.146,-7.002,-0.418,-2.891,2.504
5.576,15.928,-5.128,-7.001,-0.387,-2.904,2.528
5.586,15.907,-5.110,-7.001,-0.357,-2.916,2.552
5.596,15.887,-5.091,-7.000,-0.328,-2.929,2.577
5.606,15.867,-5.070,-7.000,-0.300,-2.941,2.602
5.616,15.848,-5.049,-7.000,-0.273,-2.953,2.627
5.626,15.830,-5.027,-7.000,-0.246,-2.966,2.652
5.636,15.813,-5.004,-7.000,-0.221,-2.978,2.677
5.646,15.796,-4.980,-7.000,-0.196,-2.991,2.703
5.656,15.780,-4.955,-7.000,-0.172,-3.003,2.729
5.666,15.765,-4.929,-7.001,-0.149,-3.016,2.754
5.676,15.751,-4.902,-7.001,-0.127,-3.028,2.780
5.686,15.737,-4.875,-7.001,-0.106,-3.041,2.806
5.696,15.724,-4.846,-7.002,-0.086,-3.053,2.833
5.706,15.713,-4.816,-7.002,-0.066,-3.066,2.859
5.716,15.702,-4.786,-7.003,-0.048,-3.078,2.885
5.726,15.692,-4.754,-7.004,-0.030,-3.090,2.912
5.736,15.682,-4.722,-7.004,-0.013,-3.103,2.938
5.746,15.674,-4.688,-7.005,0.003,-3.115,2.965
5.756,15.667,-4.654,-7.006,0.018,-3.128,2.992
5.766,15.660,-4.618,-7.007,0.032,-3.140,3.019
5.776,15.655,-4.582,-7.008,0.046,-3.153,3.046
5.786,15.650,-4.544,-7.009,0.059,-3.165,3.073
5.796,15.647,-4.506,-7.011,0.070,-3.178,3.100
5.806,15.644,-4.467,-7.012,0.081,-3.190,3.127
5.816,15.643,-4.426,-7.013,0.092,-3.202,3.154
5.826,15.642,-4.385,-7.015,0.101,-3.215,3.181
5.836,15.643,-4.343,-7.016,0.110,-3.227,3.209
5.846,15.644,-4.300,-7.018,0.117,-3.239,3.236
5.856,15.647,-4.256,-7.020,0.124,-3.252,3.263
5.866,15.651,-4.211,-7.021,0.131,-3.264,3.290
5.876,15.655,-4.164,-7.023,0.136,-3.276,3.317
5.886,15.661,-4.117,-7.025,0.141,-3.288,3.345
5.896,15.668,-4.070,-7.027,0.145,-3.300,3.372
5.906,15.676,-4.021,-7.029,0.149,-3.313,3.399
5.916,15.685,-3.971,-7.031,0.152,-3.325,3.426
5.926,15.696,-3.920,-7.033,0.154,-3.337,3.453
5.936,15.707,-3.868,-7.035,0.155,-3.349,3.480
5.946,15.720,-3.816,-7.037,0.156,-3.361,3.507
5.956,15.733,-3.762,-7.039,0.156,-3.373,3.534
5.966,15.748,-3.708,-7.041,0.156,-3.385,3.561
5.976,15.765,-3.652,-7.044,0.155,-3.397,3.588
5.986,15.782,-3.596,-7.046,0.153,-3.408,3.614
5.996,15.801,-3.539,-7.049,0.151,-3.420,3.641
6.006,15.820,-3.481,-7.051,0.149,-3.432,3.667
6.016,15.842,-3.422,-7.053,0.145,-3.444,3.694
6.026,15.864,-3.362,-7.056,0.142,-3.455,3.720
6.036,15.888,-3.301,-7.058,0.138,-3.467,3.746
6.046,15.912,-3.239,-7.061,0.133,-3.479,3.772
6.056,15.939,-3.177,-7.064,0.128,-3.490,3.798
6.066,15.966,-3.114,-7.066,0.122,-3.502,3.823
6.076,15.995,-3.049,-7.069,0.117,-3.513,3.849
6.086,16.025,-2.984,-7.072,0.110,-3.524,3.874
6.096,16.056,-2.919,-7.074,0.104,-3.536,3.899
6.106,16.089,-2.852,-7.077,0.097,-3.547,3.924
6.116,16.123,-2.785,-7.080,0.089,-3.558,3.949
6.126,16.159,-2.716,-7.082,0.082,-3.569,3.973
6.136,16.196,-2.647,-7.085,0.074,-3.580,3.997
6.146,16.234,-2.578,-7.088,0.066,-3.591,4.021
6.156,16.274,-2.507,-7.091,0.058,-3.602,4.045
6.166,16.315,-2.436,-7.093,0.049,-3.613,4.069
6.176,16.357,-2.364,-7.096,0.040,-3.623,4.092
6.186,16.401,-2.291,-7.099,0.031,-3.634,4.115
6.196,16.446,-2.218,-7.102,0.022,-3.645,4.138
6.206,16.493,-2.143,-7.104,0.013,-3.655,4.161
6.216,16.541,-2.069,-7.107,0.004,-3.665,4.183
6.226,16.591,-1.993,-7.110,-0.006,-3.676,4.205
6.236,16.642,-1.917,-7.113,-0.015,-3.686,4.226
6.246,16.694,-1.840,-7.115,-0.024,-3.696,4.248
6.256,16.748,-1.763,-7.118,-0.034,-3.706,4.269
6.266,16.803,-1.685,-7.120,-0.043,-3.716,4.290
6.276,16.860,-1.606,-7.123,-0.053,-3.726,4.310
6.286,16.919,-1.527,-7.126,-0.062,-3.736,4.330
6.296,16.979,-1.447,-7.128,-0.071,-3.746,4.350
6.306,17.040,-1.366,-7.130,-0.080,-3.755,4.369
6.316,17.103,-1.285,-7.133,-0.089,-3.765,4.388
6.326,17.168,-1.204,-7.135,-0.098,-3.774,4.407
6.336,17.234,-1.122,-7.137,-0.107,-3.784,4.425
6.346,17.301,-1.039,-7.140,-0.115,-3.793,4.443
6.356,17.370,-0.956,-7.142,-0.124,-3.802,4.461
6.366,17.441,-0.873,-7.144,-0.132,-3.811,4.478
6.376,17.513,-0.789,-7.146,-0.139,-3.820,4.495
6.386,17.587,-0.704,-7.148,-0.147,-3.829,4.511
6.396,17.662,-0.619,-7.150,-0.154,-3.837,4.527
6.406,17.739,-0.534,-7.152,-0.161,-3.846,4.543
6.416,17.817,-0.449,-7.153,-0.167,-3.855,4.558
6.426,17.897,-0.363,-7.155,-0.173,-3.863,4.572
6.436,17.979,-0.276,-7.157,-0.179,-3.871,4.587
6.446,18.062,-0.189,-7.158,-0.185,-3.879,4.601
6.456,18.146,-0.102,-7.159,-0.189,-3.887,4.614
6.466,18.233,-0.015,-7.161,-0.194,-3.895,4.627
6.476,18.321,0.073,-7.162,-0.198,-3.903,4.639
6.486,18.410,0.161,-7.163,-0.201,-3.911,4.651
6.496,18.501,0.249,-7.164,-0.204,-3.918,4.663
6.507,18.594,0.337,-7.165,-0.207,-3.926,4.674
6.517,18.688,0.426,-7.165,-0.209,-3.933,4.685
6.527,18.784,0.515,-7.166,-0.210,-3.940,4.695
6.537,18.882,0.604,-7.166,-0.211,-3.947,4.704
6.547,18.981,0.693,-7.166,-0.211,-3.954,4.714
6.557,19.081,0.782,-7.167,-0.211,-3.961,4.722
6.567,19.184,0.872,-7.167,-0.210,-3.967,4.730
6.577,19.288,0.961,-7.167,-0.208,-3.974,4.738
6.587,19.393,1.051,-7.166,-0.206,-3.980,4.745
6.597,19.500,1.141,-7.166,-0.203,-3.987,4.752
6.607,19.609,1.231,-7.165,-0.199,-3.993,4.758
6.617,19.719,1.320,-7.164,-0.194,-3.999,4.764
6.627,19.831,1.410,-7.163,-0.189,-4.004,4.769
6.637,19.945,1.500,-7.162,-0.183,-4.010,4.773
6.647,20.060,1.590,-7.161,-0.177,-4.016,4.777
6.657,20.177,1.680,-7.160,-0.169,-4.021,4.781
6.667,20.295,1.770,-7.158,-0.161,-4.026,4.784
6.677,20.415,1.860,-7.156,-0.152,-4.031,4.786
6.687,20.537,1.949,-7.154,-0.143,-4.036,4.788
6.697,20.660,2.039,-7.152,-0.132,-4.041,4.789
6.707,20.785,2.128,-7.149,-0.121,-4.046,4.790
6.717,20.912,2.217,-7.147,-0.109,-4.050,4.790
6.727,21.040,2.306,-7.144,-0.096,-4.054,4.790
6.737,21.170,2.395,-7.141,-0.082,-4.059,4.789
6.747,21.301,2.484,-7.138,-0.067,-4.063,4.788
6.757,21.434,2.573,-7.134,-0.052,-4.067,4.786
6.767,21.568,2.661,-7.130,-0.036,-4.070,4.783
6.777,21.704,2.749,-7.126,-0.019,-4.074,4.780
6.787,21.842,2.837,-7.122,-0.001,-4.077,4.776
6.797,21.981,2.924,-7.118,0.018,-4.080,4.772
6.807,22.122,3.011,-7.113,0.038,-4.083,4.767
6.817,22.264,3.098,-7.108,0.059,-4.086,4.762
6.827,22.408,3.185,-7.103,0.080,-4.089,4.756
6.837,22.554,3.271,-7.098,0.103,-4.092,4.750
6.847,22.701,3.356,-7.092,0.126,-4.094,4.743
6.857,22.850,3.442,-7.086,0.150,-4.096,4.735
6.867,23.000,3.527,-7.080,0.175,-4.098,4.727
6.877,23.151,3.611,-7.073,0.201,-4.100,4.718
6.887,23.305,3.695,-7.066,0.228,-4.102,4.709
6.897,23.459,3.779,-7.059,0.256,-4.104,4.699
6.907,23.616,3.862,-7.052,0.284,-4.105,4.688
6.917,23.774,3.945,-7.044,0.314,-4.106,4.677
6.927,23.933,4.027,-7.036,0.344,-4.107,4.666
6.937,24.094,4.108,-7.028,0.375,-4.108,4.654
6.947,24.256,4.189,-7.019,0.407,-4.109,4.641
6.957,24.420,4.270,-7.011,0.440,-4.109,4.628
6.967,24.585,4.349,-7.001,0.474,-4.110,4.614
6.977,24.752,4.429,-6.992,0.509,-4.110,4.599
6.987,24.920,4.507,-6.982,0.544,-4.110,4.584
6.997,25.090,4.585,-6.972,0.580,-4.110,4.569
7.007,25.261,4.663,-6.962,0.618,-4.109,4.553
7.017,25.434,4.740,-6.951,0.656,-4.109,4.536
7.027,25.608,4.816,-6.940,0.694,-4.108,4.519
7.037,25.783,4.891,-6.928,0.734,-4.107,4.501
7.047,25.960,4.966,-6.916,0.774,-4.106,4.483
7.057,26.138,5.040,-6.904,0.815,-4.105,4.464
7.067,26.318,5.113,-6.892,0.857,-4.103,4.445
7.077,26.499,5.185,-6.879,0.900,-4.101,4.425
7.087,26.681,5.257,-6.866,0.943,-4.100,4.405
7.097,26.865,5.328,-6.852,0.987,-4.098,4.384
7.107,27.050,5.398,-6.838,1.032,-4.095,4.363
7.117,27.237,5.467,-6.824,1.078,-4.093,4.341
7.127,27.425,5.536,-6.809,1.124,-4.090,4.318
7.137,27.614,5.604,-6.794,1.171,-4.088,4.295
7.147,27.804,5.671,-6.779,1.218,-4.085,4.272
7.157,27.996,5.737,-6.763,1.266,-4.082,4.248
7.167,28.189,5.802,-6.746,1.315,-4.078,4.224
7.177,28.383,5.866,-6.730,1.365,-4.075,4.199
7.187,28.578,5.930,-6.713,1.415,-4.071,4.173
7.197,28.775,5.992,-6.695,1.465,-4.067,4.147
7.207,28.973,6.054,-6.678,1.516,-4.063,4.121
7.217,29.172,6.114,-6.659,1.568,-4.059,4.094
7.227,29.373,6.174,-6.641,1.620,-4.054,4.067
7.237,29.574,6.233,-6.622,1.673,-4.050,4.039
7.247,29.777,6.291,-6.602,1.726,-4.045,4.011
7.257,29.981,6.348,-6.582,1.780,-4.040,3.982
7.267,30.186,6.404,-6.562,1.834,-4.034,3.953
7.277,30.392,6.459,-6.541,1.888,-4.029,3.923
7.287,30.600,6.513,-6.520,1.943,-4.023,3.893
7.297,30.808,6.566,-6.498,1.998,-4.018,3.863
7.307,31.018,6.618,-6.476,2.054,-4.012,3.832
7.317,31.228,6.669,-6.454,2.110,-4.005,3.801
7.327,31.440,6.720,-6.431,2.166,-3.999,3.769
7.337,31.653,6.769,-6.408,2.223,-3.992,3.737
7.347,31.866,6.817,-6.384,2.280,-3.986,3.705
7.357,32.081,6.864,-6.360,2.337,-3.979,3.672
7.367,32.297,6.910,-6.335,2.394,-3.972,3.639
7.377,32.514,6.955,-6.310,2.451,-3.964,3.605
7.387,32.731,6.998,-6.284,2.509,-3.957,3.571
7.397,32.950,7.041,-6.258,2.567,-3.949,3.537
7.407,33.169,7.083,-6.231,2.625,-3.941,3.502
7.417,33.390,7.124,-6.204,2.683,-3.933,3.467
7.427,33.611,7.164,-6.177,2.741,-3.925,3.432
7.437,33.834,7.202,-6.149,2.799,-3.916,3.396
7.447,34.057,7.240,-6.121,2.857,-3.908,3.360
7.457,34.281,7.276,-6.092,2.915,-3.899,3.324
7.467,34.506,7.311,-6.062,2.974,-3.890,3.287
7.477,34.731,7.346,-6.033,3.032,-3.880,3.250
7.487,34.958,7.379,-6.002,3.090,-3.871,3.213
7.497,35.185,7.411,-5.971,3.148,-3.861,3.176
7.508,35.413,7.442,-5.940,3.206,-3.851,3.138
7.518,35.641,7.472,-5.908,3.263,-3.841,3.100
7.528,35.871,7.501,-5.876,3.321,-3.831,3.062
7.538,36.101,7.529,-5.843,3.378,-3.821,3.023
7.548,36.332,7.556,-5.810,3.435,-3.810,2.984
7.558,36.563,7.581,-5.776,3.492,-3.800,2.945
7.568,36.795,7.606,-5.742,3.549,-3.789,2.906
7.578,37.028,7.629,-5.707,3.605,-3.778,2.867
7.588,37.261,7.651,-5.672,3.661,-3.766,2.827
7.598,37.495,7.673,-5.636,3.717,-3.755,2.787
7.608,37.729,7.693,-5.600,3.772,-3.743,2.747
7.618,37.964,7.712,-5.563,3.827,-3.731,2.707
7.628,38.200,7.730,-5.526,3.881,-3.719,2.667
7.638,38.436,7.747,-5.488,3.936,-3.707,2.626
7.648,38.672,7.763,-5.450,3.989,-3.695,2.585
7.658,38.909,7.778,-5.411,4.042,-3.682,2.544
7.668,39.147,7.792,-5.372,4.095,-3.669,2.503
7.678,39.384,7.804,-5.332,4.147,-3.656,2.462
7.688,39.623,7.816,-5.292,4.199,-3.643,2.421
7.698,39.861,7.827,-5.251,4.250,-3.630,2.380
7.708,40.100,7.836,-5.209,4.300,-3.616,2.338
7.718,40.339,7.845,-5.168,4.350,-3.603,2.297
7.728,40.579,7.852,-5.125,4.399,-3.589,2.255
7.738,40.819,7.859,-5.082,4.447,-3.575,2.213
7.748,41.059,7.864,-5.039,4.495,-3.561,2.172
7.758,41.300,7.868,-4.995,4.542,-3.547,2.130
7.768,41.540,7.872,-4.951,4.589,-3.532,2.088
7.778,41.781,7.874,-4.906,4.634,-3.517,2.046
7.788,42.022,7.876,-4.860,4.679,-3.502,2.004
7.798,42.264,7.876,-4.814,4.723,-3.487,1.962
7.808,42.505,7.875,-4.768,4.767,-3.472,1.920
7.818,42.746,7.874,-4.721,4.809,-3.457,1.878
7.828,42.988,7.871,-4.673,4.851,-3.441,1.836
7.838,43.230,7.868,-4.625,4.892,-3.426,1.794
7.848,43.471,7.863,-4.577,4.932,-3.410,1.752
7.858,43.713,7.858,-4.528,4.971,-3.394,1.710
7.868,43.955,7.852,-4.478,5.009,-3.378,1.668
7.878,44.197,7.845,-4.428,5.046,-3.361,1.626
7.888,44.439,7.836,-4.377,5.083,-3.345,1.584
7.898,44.680,7.827,-4.326,5.118,-3.328,1.543
7.908,44.922,7.818,-4.274,5.153,-3.312,1.501
7.918,45.163,7.807,-4.222,5.186,-3.295,1.459
7.928,45.405,7.795,-4.170,5.219,-3.278,1.418
7.938,45.646,7.783,-4.117,5.250,-3.260,1.376
7.948,45.887,7.769,-4.063,5.281,-3.243,1.335
7.958,46.128,7.755,-4.009,5.311,-3.225,1.294
7.968,46.369,7.740,-3.954,5.339,-3.208,1.253
7.978,46.609,7.724,-3.899,5.367,-3.190,1.212
7.988,46.850,7.708,-3.843,5.393,-3.172,1.171
7.998,47.089,7.690,-3.787,5.418,-3.154,1.130
8.008,47.329,7.672,-3.730,5.443,-3.135,1.090
8.018,47.568,7.653,-3.673,5.466,-3.117,1.050
8.028,47.807,7.634,-3.615,5.488,-3.098,1.009
8.038,48.046,7.613,-3.557,5.509,-3.080,0.969
8.048,48.284,7.592,-3.498,5.529,-3.061,0.929
8.058,48.522,7.570,-3.439,5.548,-3.042,0.890
8.068,48.759,7.548,-3.380,5.566,-3.023,0.850
8.078,48.996,7.524,-3.319,5.583,-3.004,0.811
8.088,49.233,7.501,-3.259,5.599,-2.984,0.772
8.098,49.468,7.476,-3.198,5.613,-2.965,0.733
8.108,49.704,7.451,-3.136,5.627,-2.945,0.695
8.118,49.939,7.425,-3.074,5.639,-2.925,0.656
8.128,50.173,7.399,-3.011,5.650,-2.906,0.618
8.138,50.406,7.372,-2.948,5.660,-2.886,0.580
8.148,50.639,7.344,-2.885,5.669,-2.865,0.543
8.158,50.872,7.316,-2.821,5.677,-2.845,0.505
8.168,51.104,7.288,-2.756,5.684,-2.825,0.468
8.178,51.335,7.258,-2.691,5.689,-2.804,0.431
8.188,51.565,7.229,-2.626,5.694,-2.784,0.395
8.198,51.794,7.199,-2.560,5.697,-2.763,0.358
8.208,52.023,7.168,-2.494,5.700,-2.742,0.322
8.218,52.251,7.137,-2.427,5.701,-2.721,0.287
8.228,52.478,7.105,-2.360,5.701,-2.700,0.251
8.238,52.705,7.073,-2.292,5.700,-2.679,0.216
8.248,52.930,7.041,-2.224,5.698,-2.658,0.181
8.258,53.155,7.008,-2.156,5.695,-2.637,0.147
8.268,53.379,6.975,-2.087,5.691,-2.615,0.113
8.278,53.602,6.941,-2.017,5.686,-2.594,0.079
8.288,53.824,6.907,-1.947,5.679,-2.572,0.046
8.298,54.045,6.873,-1.877,5.672,-2.551,0.012
8.308,54.265,6.838,-1.807,5.664,-2.529,-0.020
8.318,54.484,6.803,-1.735,5.654,-2.507,-0.053
8.328,54.702,6.768,-1.664,5.644,-2.485,-0.085
8.338,54.919,6.732,-1.592,5.633,-2.463,-0.117
8.348,55.135,6.697,-1.520,5.620,-2.441,-0.148
8.358,55.350,6.661,-1.447,5.607,-2.418,-0.179
8.368,55.563,6.624,-1.374,5.593,-2.396,-0.210
8.378,55.776,6.588,-1.300,5.577,-2.374,-0.240
8.388,55.987,6.551,-1.226,5.561,-2.351,-0.270
8.398,56.198,6.514,-1.152,5.544,-2.329,-0.300
8.408,56.407,6.477,-1.077,5.526,-2.306,-0.329
8.418,56.615,6.440,-1.002,5.507,-2.283,-0.358
8.428,56.821,6.403,-0.927,5.487,-2.260,-0.386
8.438,57.027,6.366,-0.851,5.467,-2.238,-0.414
8.448,57.231,6.328,-0.775,5.445,-2.215,-0.442
8.458,57.433,6.291,-0.698,5.423,-2.192,-0.469
8.468,57.635,6.253,-0.621,5.400,-2.169,-0.496
8.478,57.835,6.215,-0.544,5.376,-2.146,-0.523
8.488,58.034,6.178,-0.467,5.351,-2.123,-0.549
8.498,58.231,6.140,-0.389,5.326,-2.099,-0.574
8.509,58.427,6.102,-0.311,5.300,-2.076,-0.600
8.519,58.622,6.065,-0.232,5.273,-2.053,-0.625
8.529,58.815,6.027,-0.153,5.245,-2.029,-0.649
8.539,59.007,5.989,-0.074,5.217,-2.006,-0.673
8.549,59.197,5.952,0.006,5.188,-1.983,-0.697
8.559,59.386,5.914,0.085,5.158,-1.959,-0.720
8.569,59.573,5.877,0.166,5.128,-1.936,-0.743
8.579,59.759,5.840,0.246,5.097,-1.912,-0.765
8.589,59.943,5.803,0.327,5.066,-1.888,-0.787
8.599,60.125,5.766,0.408,5.034,-1.865,-0.809
8.609,60.306,5.729,0.489,5.002,-1.841,-0.830
8.619,60.486,5.692,0.571,4.969,-1.817,-0.851
8.629,60.663,5.655,0.652,4.935,-1.794,-0.872
8.639,60.840,5.619,0.735,4.901,-1.770,-0.892
8.649,61.014,5.583,0.817,4.867,-1.746,-0.911
8.659,61.187,5.547,0.900,4.832,-1.722,-0.930
8.669,61.358,5.511,0.982,4.797,-1.699,-0.949
8.679,61.527,5.476,1.065,4.762,-1.675,-0.967
8.689,61.695,5.441,1.149,4.726,-1.651,-0.985
8.699,61.861,5.406,1.232,4.690,-1.627,-1.003
8.709,62.025,5.371,1.316,4.653,-1.603,-1.020
8.719,62.187,5.337,1.400,4.616,-1.579,-1.037
8.729,62.348,5.303,1.484,4.579,-1.555,-1.053
8.739,62.507,5.270,1.569,4.542,-1.531,-1.069
8.749,62.664,5.236,1.653,4.505,-1.508,-1.085
8.759,62.819,5.203,1.738,4.467,-1.484,-1.100
8.769,62.972,5.171,1.823,4.429,-1.460,-1.115
8.779,63.123,5.138,1.908,4.391,-1.436,-1.129
8.789,63.273,5.107,1.993,4.353,-1.412,-1.143
8.799,63.420,5.075,2.079,4.315,-1.388,-1.156
8.809,63.566,5.044,2.164,4.277,-1.364,-1.170
8.819,63.710,5.014,2.250,4.239,-1.340,-1.183
8.829,63.851,4.983,2.336,4.201,-1.316,-1.195
8.839,63.991,4.954,2.422,4.162,-1.293,-1.207
8.849,64.129,4.924,2.508,4.124,-1.269,-1.219
8.859,64.265,4.896,2.595,4.086,-1.245,-1.230
8.869,64.399,4.867,2.681,4.048,-1.221,-1.241
8.879,64.530,4.839,2.767,4.010,-1.198,-1.252
8.889,64.660,4.812,2.854,3.972,-1.174,-1.262
8.899,64.788,4.785,2.941,3.935,-1.150,-1.272
8.909,64.914,4.759,3.028,3.897,-1.127,-1.282
8.919,65.037,4.733,3.114,3.860,-1.103,-1.291
8.929,65.159,4.707,3.201,3.823,-1.079,-1.300
8.939,65.278,4.683,3.288,3.786,-1.056,-1.308
8.949,65.395,4.658,3.375,3.749,-1.032,-1.316
8.959,65.511,4.634,3.463,3.713,-1.009,-1.324
8.969,65.624,4.611,3.550,3.677,-0.985,-1.332
8.979,65.735,4.589,3.637,3.641,-0.962,-1.339
8.989,65.843,4.566,3.724,3.606,-0.939,-1.346
8.999,65.950,4.545,3.811,3.571,-0.915,-1.353
